musteri_id,yas,yas_grubu,sehir,segment,urun_tipi,kanal,musteri_suresi_yil,son_islem_gun,musteri_durumu,churn_riski_pct,bakiye_tl,bakiye_degisim_pct
MUS0229,51,51+,Adana,KOBİ,İhtiyaç Kredisi,İnternet,12,16,Aktif,7,36654.28,2.1
MUS0230,35,22-35,Ankara,KOBİ,Kredi Kartı,İnternet,13,24,Risk Altında,36,45448.46,-25.5
MUS0231,57,51+,Bursa,Bireysel,İhtiyaç Kredisi,Şube,15,17,Aktif,10,19301.23,-2.8
MUS0232,67,51+,Ankara,Bireysel,Yatırım Hesabı,İnternet,10,5,Aktif,4,23228.63,-11.7
MUS0233,25,22-35,Antalya,Özel Bankacılık,Yatırım Hesabı,Mobil,9,1,Aktif,18,36019.25,-6.9
MUS0234,24,22-35,Ankara,Bireysel,Konut Kredisi,Mobil,7,2,Aktif,25,10789.99,-22.8
MUS0235,30,22-35,Adana,Özel Bankacılık,Yatırım Hesabı,İnternet,13,13,Aktif,22,-586.25,8.6
MUS0236,56,51+,Ankara,KOBİ,Konut Kredisi,Şube,3,17,Aktif,12,2004.09,9.1
MUS0237,22,22-35,Antalya,KOBİ,Vadesiz Mevduat,İnternet,13,14,Aktif,27,24256.35,2.9
MUS0238,37,36-50,İzmir,Bireysel,Konut Kredisi,ATM,8,2,Aktif,-7,39521.3,-13.2
MUS0239,23,22-35,Ankara,KOBİ,Kredi Kartı,Mobil,4,15,Aktif,26,27878.17,-1.9
MUS0240,25,22-35,Gaziantep,Bireysel,Vadesiz Mevduat,İnternet,4,7,Aktif,27,36491.21,1.0
MUS0241,30,22-35,Bursa,KOBİ,Konut Kredisi,ATM,9,11,Aktif,29,8029.72,5.1
MUS0242,64,51+,Gaziantep,Özel Bankacılık,Kredi Kartı,ATM,9,18,Aktif,6,47168.61,5.2
MUS0243,33,22-35,Konya,Özel Bankacılık,Yatırım Hesabı,Mobil,11,13,Aktif,30,38219.25,-17.3
MUS0244,48,36-50,Antalya,Bireysel,Kredi Kartı,İnternet,7,16,Aktif,22,8253.25,-21.0
MUS0245,67,51+,İstanbul,Özel Bankacılık,Yatırım Hesabı,İnternet,3,17,Aktif,7,2375.1,-20.3
MUS0246,35,22-35,Konya,Bireysel,Vadesiz Mevduat,ATM,6,7,Aktif,27,-2165.49,-14.9
MUS0247,60,51+,Ankara,KOBİ,Vadesiz Mevduat,Şube,10,7,Aktif,17,21366.68,4.8
MUS0248,43,36-50,Bursa,KOBİ,Vadesiz Mevduat,Şube,5,16,Aktif,3,45294.27,-2.2
MUS0249,67,51+,Bursa,Özel Bankacılık,Yatırım Hesabı,ATM,4,15,Aktif,2,24350.76,-15.6
MUS0250,38,36-50,Konya,Bireysel,İhtiyaç Kredisi,İnternet,6,11,Aktif,5,45288.18,-15.2
MUS0251,48,36-50,Bursa,Bireysel,İhtiyaç Kredisi,Şube,1,55,Risk Altında,33,46411.7,-6.8
MUS0252,48,36-50,Bursa,Bireysel,Kredi Kartı,ATM,5,19,Aktif,17,40834.95,-10.0
MUS0253,63,51+,Antalya,KOBİ,Konut Kredisi,İnternet,11,16,Aktif,10,20345.59,-0.7
MUS0254,44,36-50,Konya,KOBİ,Kredi Kartı,Şube,3,23,Risk Altında,35,23816.94,3.6
MUS0255,26,22-35,İstanbul,Bireysel,Vadesiz Mevduat,İnternet,14,8,Aktif,30,-1261.76,-24.0
MUS0256,35,22-35,Adana,KOBİ,Yatırım Hesabı,Mobil,9,16,Aktif,30,31260.64,-29.4
MUS0257,56,51+,İstanbul,KOBİ,Yatırım Hesabı,Mobil,9,18,Aktif,-2,48761.36,-29.3
MUS0258,66,51+,İzmir,Bireysel,Yatırım Hesabı,Mobil,11,5,Aktif,6,8253.29,-5.2
MUS0259,38,36-50,Antalya,Bireysel,Konut Kredisi,İnternet,14,13,Aktif,1,20244.88,-20.3
MUS0260,66,51+,Ankara,Bireysel,Konut Kredisi,Mobil,4,13,Aktif,2,15744.33,-11.0
MUS0261,62,51+,Ankara,Özel Bankacılık,Kredi Kartı,İnternet,1,41,Risk Altında,50,26122.11,4.3
MUS0262,28,22-35,İstanbul,Bireysel,İhtiyaç Kredisi,Şube,15,50,Risk Altında,38,9910.23,7.0
MUS0263,65,51+,İstanbul,Özel Bankacılık,Konut Kredisi,Şube,15,7,Aktif,0,27286.99,0.1
MUS0264,67,51+,Ankara,Bireysel,Yatırım Hesabı,ATM,14,8,Aktif,8,26168.28,4.0
MUS0265,65,51+,Adana,KOBİ,İhtiyaç Kredisi,İnternet,15,3,Aktif,-6,22543.61,9.0
MUS0266,25,22-35,Bursa,Özel Bankacılık,Yatırım Hesabı,Mobil,2,59,Risk Altında,54,47517.21,-14.1
MUS0267,42,36-50,Konya,Bireysel,Konut Kredisi,İnternet,1,18,Aktif,26,46762.86,-12.7
MUS0268,65,51+,Ankara,Bireysel,Yatırım Hesabı,ATM,10,3,Aktif,-8,9738.46,-14.8
MUS0269,62,51+,Adana,Bireysel,Yatırım Hesabı,ATM,3,1,Aktif,-8,46862.81,-12.2
MUS0270,39,36-50,Ankara,Özel Bankacılık,Kredi Kartı,Şube,2,55,Risk Altında,54,25510.7,-13.7
MUS0271,23,22-35,Ankara,Özel Bankacılık,Konut Kredisi,ATM,2,38,Risk Altında,35,17759.55,1.2
MUS0272,68,51+,Bursa,KOBİ,İhtiyaç Kredisi,Şube,15,6,Aktif,12,2636.2,-18.0
MUS0273,53,51+,İzmir,Özel Bankacılık,Vadesiz Mevduat,İnternet,3,10,Aktif,3,21632.72,-26.9
MUS0274,38,36-50,Bursa,Bireysel,Yatırım Hesabı,İnternet,4,10,Aktif,-6,-4627.79,-14.2
MUS0275,61,51+,Konya,Özel Bankacılık,Konut Kredisi,ATM,7,5,Aktif,10,11523.94,-5.9
MUS0276,66,51+,Adana,Özel Bankacılık,Yatırım Hesabı,Şube,4,10,Aktif,10,35418.09,-4.7
MUS0277,58,51+,Adana,Özel Bankacılık,Kredi Kartı,İnternet,13,12,Aktif,17,1263.83,-7.4
MUS0278,59,51+,İstanbul,KOBİ,Kredi Kartı,İnternet,9,15,Aktif,11,38872.7,3.3
MUS0279,26,22-35,Konya,KOBİ,Yatırım Hesabı,Şube,14,8,Aktif,29,8897.49,-23.8
MUS0280,49,36-50,Ankara,KOBİ,Yatırım Hesabı,İnternet,13,19,Aktif,5,17044.28,-9.7
MUS0281,66,51+,İstanbul,KOBİ,İhtiyaç Kredisi,ATM,7,3,Aktif,7,1015.32,-20.1
MUS0282,64,51+,İstanbul,Özel Bankacılık,Kredi Kartı,İnternet,6,4,Aktif,18,-4419.87,-19.7
MUS0283,54,51+,Bursa,Özel Bankacılık,İhtiyaç Kredisi,İnternet,12,15,Aktif,2,37478.82,-6.5
MUS0284,54,51+,İstanbul,Bireysel,Konut Kredisi,İnternet,3,14,Aktif,-1,45630.11,-26.6
MUS0285,68,51+,Antalya,Özel Bankacılık,Konut Kredisi,ATM,3,17,Aktif,-4,21560.93,-11.0
MUS0286,50,36-50,Adana,Özel Bankacılık,Yatırım Hesabı,Mobil,12,4,Aktif,-9,-3757.82,-16.3
MUS0287,28,22-35,Bursa,KOBİ,Kredi Kartı,Şube,11,41,Risk Altında,40,25791.69,8.3
MUS0288,36,36-50,İzmir,KOBİ,Yatırım Hesabı,Şube,13,13,Aktif,13,-3394.42,-5.4
MUS0289,34,22-35,Gaziantep,Bireysel,İhtiyaç Kredisi,İnternet,8,7,Aktif,16,10308.97,-1.8
MUS0290,26,22-35,İzmir,Özel Bankacılık,Vadesiz Mevduat,ATM,10,15,Aktif,16,1267.52,-3.2
MUS0291,53,51+,Gaziantep,KOBİ,Konut Kredisi,İnternet,9,12,Aktif,-7,14359.17,-11.7
MUS0292,33,22-35,Ankara,Özel Bankacılık,Konut Kredisi,Şube,14,8,Aktif,23,11795.9,-22.7
MUS0293,66,51+,Gaziantep,KOBİ,İhtiyaç Kredisi,İnternet,3,19,Aktif,-6,16104.05,-22.6
MUS0294,62,51+,İzmir,Özel Bankacılık,Kredi Kartı,İnternet,9,6,Aktif,9,12301.9,-12.0
MUS0295,25,22-35,İstanbul,Bireysel,Konut Kredisi,İnternet,14,13,Aktif,16,48010.6,-9.8
MUS0296,53,51+,Gaziantep,Özel Bankacılık,Yatırım Hesabı,İnternet,7,3,Aktif,-5,26096.88,1.8
MUS0297,36,36-50,Antalya,KOBİ,Vadesiz Mevduat,Şube,5,6,Aktif,9,37940.71,-7.4
MUS0298,53,51+,Ankara,Özel Bankacılık,İhtiyaç Kredisi,Mobil,9,12,Aktif,7,24812.39,0.3
MUS0299,68,51+,Bursa,Bireysel,İhtiyaç Kredisi,İnternet,8,8,Aktif,10,11373.99,10.0
MUS0300,50,36-50,Ankara,Bireysel,Konut Kredisi,İnternet,5,7,Aktif,-3,39588.65,-6.5
MUS0301,44,36-50,Gaziantep,KOBİ,İhtiyaç Kredisi,Şube,14,7,Aktif,4,39744.14,2.2
MUS0302,58,51+,Antalya,Özel Bankacılık,İhtiyaç Kredisi,Şube,6,10,Aktif,9,26500.46,8.1
MUS0303,54,51+,İzmir,Bireysel,Vadesiz Mevduat,İnternet,15,5,Aktif,-2,33578.46,-24.7
MUS0304,31,22-35,Bursa,Özel Bankacılık,Konut Kredisi,İnternet,12,19,Aktif,14,29782.11,-4.9
MUS0305,46,36-50,Ankara,KOBİ,Vadesiz Mevduat,İnternet,8,12,Aktif,-2,20008.26,-10.5
MUS0306,59,51+,Konya,Bireysel,Vadesiz Mevduat,ATM,1,45,Risk Altında,32,6980.65,-12.8
MUS0307,35,22-35,Adana,Özel Bankacılık,Konut Kredisi,ATM,8,19,Aktif,27,2182.68,4.1
MUS0308,43,36-50,İstanbul,KOBİ,Vadesiz Mevduat,Mobil,15,1,Aktif,4,1833.04,4.3
MUS0309,50,36-50,Gaziantep,KOBİ,Vadesiz Mevduat,Şube,8,10,Aktif,4,3743.76,7.3
MUS0310,39,36-50,Antalya,Özel Bankacılık,Konut Kredisi,Mobil,2,30,Risk Altında,35,-2151.7,-5.0
MUS0311,68,51+,Gaziantep,KOBİ,Kredi Kartı,Mobil,12,1,Aktif,8,6738.16,-26.9
MUS0312,59,51+,Konya,Bireysel,İhtiyaç Kredisi,Mobil,4,4,Aktif,0,49348.52,-13.1
MUS0313,30,22-35,Bursa,Bireysel,Vadesiz Mevduat,İnternet,8,4,Aktif,13,12234.33,5.2
MUS0314,30,22-35,İzmir,KOBİ,Kredi Kartı,Mobil,7,20,Risk Altında,43,28567.56,-23.4
MUS0315,44,36-50,İzmir,KOBİ,Kredi Kartı,İnternet,12,7,Aktif,19,-232.16,-26.0
MUS0316,29,22-35,Adana,Özel Bankacılık,Yatırım Hesabı,İnternet,10,8,Aktif,14,10233.22,-26.6
MUS0317,57,51+,Antalya,KOBİ,İhtiyaç Kredisi,Mobil,10,7,Aktif,-1,23476.2,-9.6
MUS0318,47,36-50,Bursa,Özel Bankacılık,Vadesiz Mevduat,İnternet,5,8,Aktif,-7,22477.04,-6.2
MUS0319,55,51+,Adana,Bireysel,Vadesiz Mevduat,ATM,15,19,Aktif,2,18147.49,-8.1
MUS0320,33,22-35,Ankara,KOBİ,Yatırım Hesabı,Mobil,13,1,Aktif,12,9420.19,-28.4
MUS0321,25,22-35,Antalya,Özel Bankacılık,Yatırım Hesabı,İnternet,13,3,Aktif,22,30229.55,-8.5
MUS0322,31,22-35,Antalya,KOBİ,Vadesiz Mevduat,Mobil,5,5,Aktif,16,24501.46,-14.4
MUS0323,62,51+,Antalya,KOBİ,Vadesiz Mevduat,İnternet,13,2,Aktif,-3,8446.39,7.0
MUS0324,29,22-35,İstanbul,KOBİ,İhtiyaç Kredisi,ATM,8,4,Aktif,15,-4303.43,-24.5
MUS0325,22,22-35,Adana,Bireysel,Yatırım Hesabı,ATM,3,5,Aktif,21,36237.7,4.9
MUS0326,68,51+,İstanbul,Özel Bankacılık,Vadesiz Mevduat,ATM,15,17,Aktif,-2,-1487.04,-1.5
MUS0327,58,51+,Konya,KOBİ,Vadesiz Mevduat,İnternet,11,2,Aktif,1,22478.55,-7.3
MUS0328,45,36-50,Ankara,Bireysel,Konut Kredisi,Mobil,3,1,Aktif,6,-2577.92,4.5
MUS0329,37,36-50,Adana,Bireysel,Yatırım Hesabı,İnternet,1,2,Aktif,20,25407.56,6.6
MUS0330,63,51+,Adana,Özel Bankacılık,Kredi Kartı,Şube,7,9,Aktif,25,40429.83,-7.1
MUS0331,29,22-35,İzmir,KOBİ,Vadesiz Mevduat,Şube,9,13,Aktif,21,-1209.05,-11.4
MUS0332,40,36-50,Adana,KOBİ,Konut Kredisi,Mobil,13,1,Aktif,4,15290.56,-18.3
MUS0333,41,36-50,Bursa,Özel Bankacılık,İhtiyaç Kredisi,İnternet,12,16,Aktif,8,49878.29,1.0
MUS0334,68,51+,Bursa,Bireysel,İhtiyaç Kredisi,Şube,15,1,Aktif,13,7814.88,-16.1
MUS0335,66,51+,Adana,KOBİ,Vadesiz Mevduat,Mobil,15,10,Aktif,2,717.2,-8.8
MUS0336,37,36-50,İstanbul,KOBİ,Yatırım Hesabı,Şube,7,3,Aktif,8,-2585.49,-20.7
MUS0337,55,51+,Konya,KOBİ,Konut Kredisi,Mobil,7,17,Aktif,-7,2343.26,2.8
MUS0338,26,22-35,İstanbul,KOBİ,İhtiyaç Kredisi,İnternet,10,8,Aktif,14,11042.18,4.0
MUS0339,47,36-50,Adana,Özel Bankacılık,Konut Kredisi,İnternet,12,3,Aktif,-3,46895.51,-24.6
MUS0340,59,51+,Ankara,Özel Bankacılık,Kredi Kartı,Şube,2,40,Risk Altında,54,17358.19,-8.6
MUS0341,35,22-35,Konya,Bireysel,Konut Kredisi,ATM,8,6,Aktif,12,39417.83,-17.8
MUS0342,67,51+,İstanbul,Özel Bankacılık,İhtiyaç Kredisi,Şube,12,3,Aktif,4,34113.66,8.7
MUS0343,47,36-50,Antalya,Bireysel,Vadesiz Mevduat,ATM,9,13,Aktif,-10,42003.07,-7.8
MUS0344,57,51+,Konya,Bireysel,Vadesiz Mevduat,Mobil,4,1,Aktif,-7,-1608.19,1.2
MUS0345,36,36-50,Gaziantep,KOBİ,Kredi Kartı,ATM,3,3,Aktif,25,27027.81,-19.6
MUS0346,26,22-35,Bursa,Bireysel,Vadesiz Mevduat,İnternet,1,41,Risk Altında,37,1739.02,7.7
MUS0347,25,22-35,Gaziantep,Özel Bankacılık,İhtiyaç Kredisi,İnternet,3,13,Aktif,10,32576.71,-23.1
MUS0348,35,22-35,Antalya,Özel Bankacılık,Kredi Kartı,ATM,15,2,Aktif,29,28775.86,-5.3
MUS0349,63,51+,Gaziantep,Bireysel,Yatırım Hesabı,İnternet,5,9,Aktif,-8,16065.84,-13.2
MUS0350,63,51+,Bursa,Özel Bankacılık,İhtiyaç Kredisi,Mobil,15,16,Aktif,1,24948.48,-10.6
MUS0351,58,51+,Gaziantep,Bireysel,Konut Kredisi,ATM,9,11,Aktif,-10,27841.4,-28.8
MUS0352,39,36-50,Adana,Bireysel,Yatırım Hesabı,Şube,1,8,Aktif,28,31127.54,-19.3
MUS0353,25,22-35,Gaziantep,Bireysel,Kredi Kartı,ATM,13,8,Aktif,30,27588.57,2.2
MUS0354,66,51+,İstanbul,KOBİ,İhtiyaç Kredisi,ATM,6,5,Aktif,8,25970.99,-22.5
MUS0355,53,51+,İzmir,Bireysel,Konut Kredisi,İnternet,9,2,Aktif,-8,7794.28,-21.2
MUS0356,55,51+,Adana,Bireysel,Vadesiz Mevduat,Şube,8,6,Aktif,10,45532.94,3.8
MUS0357,42,36-50,İzmir,Bireysel,Vadesiz Mevduat,Şube,1,43,Risk Altında,41,47830.73,-15.1
MUS0358,64,51+,Ankara,Özel Bankacılık,İhtiyaç Kredisi,ATM,7,5,Aktif,0,48672.34,-0.7
MUS0359,49,36-50,Adana,KOBİ,Yatırım Hesabı,Şube,13,12,Aktif,17,7278.05,-6.4
MUS0360,33,22-35,Antalya,Bireysel,Konut Kredisi,Şube,7,19,Aktif,20,16538.08,9.8
MUS0361,58,51+,Adana,KOBİ,Kredi Kartı,Şube,1,73,Pasif,58,46517.83,-24.4
MUS0362,26,22-35,Adana,KOBİ,Konut Kredisi,Şube,4,11,Aktif,22,19564.65,-19.4
MUS0363,37,36-50,Adana,Bireysel,Vadesiz Mevduat,ATM,12,2,Aktif,-10,16226.54,-0.7
MUS0364,32,22-35,Konya,Özel Bankacılık,Yatırım Hesabı,İnternet,15,13,Aktif,27,578.57,-10.8
MUS0365,58,51+,İzmir,Bireysel,Kredi Kartı,İnternet,11,10,Aktif,6,-3895.71,-19.6
MUS0366,28,22-35,İzmir,Bireysel,Konut Kredisi,İnternet,2,55,Risk Altında,37,46800.88,9.1
MUS0367,43,36-50,Konya,Özel Bankacılık,İhtiyaç Kredisi,Mobil,10,6,Aktif,10,28402.47,-12.6
MUS0368,25,22-35,Bursa,Özel Bankacılık,Konut Kredisi,Şube,2,152,Pasif,62,45906.55,-8.4
MUS0369,64,51+,Bursa,Bireysel,Konut Kredisi,Mobil,5,19,Aktif,2,25231.44,-10.4
MUS0370,25,22-35,Gaziantep,Özel Bankacılık,Vadesiz Mevduat,Mobil,6,16,Aktif,30,5982.11,-29.0
MUS0371,32,22-35,Ankara,Bireysel,Konut Kredisi,İnternet,11,13,Aktif,19,20901.94,5.8
MUS0372,38,36-50,Gaziantep,Özel Bankacılık,İhtiyaç Kredisi,Şube,2,43,Risk Altında,37,5262.06,-28.2
MUS0373,50,36-50,Bursa,KOBİ,Konut Kredisi,ATM,8,5,Aktif,-9,36372.93,-3.3
MUS0374,27,22-35,Gaziantep,KOBİ,Konut Kredisi,Şube,11,13,Aktif,21,40012.29,-13.3
MUS0375,56,51+,Bursa,Özel Bankacılık,Yatırım Hesabı,İnternet,11,13,Aktif,-8,44652.75,-1.4
MUS0376,54,51+,İzmir,Özel Bankacılık,İhtiyaç Kredisi,Mobil,10,6,Aktif,-5,48469.07,2.3
MUS0377,30,22-35,Ankara,Bireysel,Yatırım Hesabı,İnternet,1,29,Risk Altında,55,40875.95,-19.7
MUS0378,68,51+,Ankara,KOBİ,Vadesiz Mevduat,İnternet,15,18,Aktif,2,12936.97,-19.0
MUS0379,51,51+,Gaziantep,Özel Bankacılık,Vadesiz Mevduat,Mobil,15,5,Aktif,-6,26162.67,-6.7
MUS0380,28,22-35,Ankara,KOBİ,Vadesiz Mevduat,ATM,15,14,Aktif,21,9527.51,-3.8
MUS0381,58,51+,İstanbul,Özel Bankacılık,Yatırım Hesabı,Şube,10,5,Aktif,12,29003.45,-2.8
MUS0382,47,36-50,Adana,Bireysel,Yatırım Hesabı,Şube,1,37,Risk Altında,40,44336.72,-29.2
MUS0383,41,36-50,Konya,Bireysel,Konut Kredisi,Mobil,5,10,Aktif,-6,48582.07,-12.3
MUS0384,42,36-50,Ankara,Özel Bankacılık,Yatırım Hesabı,Şube,5,14,Aktif,6,35751.96,0.4
MUS0385,45,36-50,İzmir,Özel Bankacılık,Vadesiz Mevduat,Mobil,14,13,Aktif,6,2460.74,4.1
MUS0386,58,51+,Bursa,Bireysel,Kredi Kartı,Şube,1,22,Risk Altında,47,20104.68,6.7
MUS0387,67,51+,Adana,KOBİ,Konut Kredisi,İnternet,4,4,Aktif,2,32464.59,-20.3
MUS0388,53,51+,İzmir,KOBİ,Yatırım Hesabı,İnternet,10,12,Aktif,7,13933.7,3.5
MUS0389,38,36-50,Antalya,Özel Bankacılık,Vadesiz Mevduat,Mobil,12,6,Aktif,-9,41960.17,1.2
MUS0390,35,22-35,Bursa,Özel Bankacılık,Kredi Kartı,Şube,14,46,Risk Altında,55,23230.47,4.6
MUS0391,65,51+,İzmir,KOBİ,Yatırım Hesabı,Şube,1,8,Aktif,25,8881.47,2.2
MUS0392,41,36-50,Gaziantep,Özel Bankacılık,Konut Kredisi,İnternet,12,9,Aktif,4,7001.5,-17.9
MUS0393,55,51+,Gaziantep,Bireysel,İhtiyaç Kredisi,Mobil,14,12,Aktif,6,25880.14,-6.2
MUS0394,40,36-50,Konya,Özel Bankacılık,Vadesiz Mevduat,Mobil,5,11,Aktif,-2,42382.04,-19.6
MUS0395,67,51+,Bursa,KOBİ,Konut Kredisi,Şube,15,2,Aktif,7,39298.64,2.1
MUS0396,60,51+,İzmir,KOBİ,Konut Kredisi,Mobil,7,10,Aktif,5,9268.44,-13.3
MUS0397,46,36-50,Bursa,KOBİ,Vadesiz Mevduat,ATM,12,18,Aktif,-3,30107.25,-11.0
MUS0398,64,51+,Antalya,KOBİ,İhtiyaç Kredisi,Şube,6,6,Aktif,17,11158.12,-11.2
MUS0399,38,36-50,İzmir,KOBİ,İhtiyaç Kredisi,ATM,12,8,Aktif,-8,14540.59,-0.2
MUS0400,41,36-50,Adana,KOBİ,Konut Kredisi,ATM,7,15,Aktif,-1,41816.76,-11.2
MUS0401,62,51+,Ankara,Bireysel,İhtiyaç Kredisi,İnternet,10,4,Aktif,6,42712.38,-14.7
MUS0402,41,36-50,İzmir,Bireysel,Vadesiz Mevduat,Şube,7,14,Aktif,10,49295.54,5.7
MUS0403,51,51+,İzmir,Özel Bankacılık,Konut Kredisi,Mobil,3,6,Aktif,0,12237.77,-27.7
MUS0404,50,36-50,İzmir,Özel Bankacılık,Kredi Kartı,Şube,5,5,Aktif,17,28796.39,-4.7
MUS0405,47,36-50,Gaziantep,Bireysel,Yatırım Hesabı,Mobil,7,7,Aktif,7,35186.25,8.0
MUS0406,42,36-50,Bursa,KOBİ,İhtiyaç Kredisi,Mobil,13,8,Aktif,-10,7444.61,5.1
MUS0407,41,36-50,Gaziantep,Bireysel,Vadesiz Mevduat,ATM,3,2,Aktif,-8,11401.12,-18.4
MUS0408,68,51+,Adana,KOBİ,İhtiyaç Kredisi,İnternet,9,11,Aktif,-6,49787.64,-10.4
MUS0409,34,22-35,İstanbul,Bireysel,Yatırım Hesabı,Şube,3,7,Aktif,24,35374.21,-6.4
MUS0410,32,22-35,İstanbul,KOBİ,Konut Kredisi,İnternet,2,54,Risk Altında,43,29272.41,-6.2
MUS0411,25,22-35,İstanbul,KOBİ,Vadesiz Mevduat,Mobil,11,14,Aktif,13,19437.29,-25.1
MUS0412,38,36-50,Bursa,Özel Bankacılık,Kredi Kartı,Mobil,8,4,Aktif,18,31436.56,-19.2
MUS0413,60,51+,Gaziantep,KOBİ,Kredi Kartı,Mobil,12,4,Aktif,24,10548.87,1.4
MUS0414,53,51+,Bursa,KOBİ,İhtiyaç Kredisi,ATM,4,12,Aktif,-4,33689.02,-18.2
MUS0415,24,22-35,Bursa,Özel Bankacılık,Yatırım Hesabı,İnternet,9,1,Aktif,17,-4298.78,-26.4
MUS0416,29,22-35,Konya,Bireysel,İhtiyaç Kredisi,Şube,14,24,Risk Altında,36,34796.0,-25.9
MUS0417,38,36-50,Konya,Özel Bankacılık,Kredi Kartı,ATM,11,2,Aktif,19,489.49,-23.0
MUS0418,24,22-35,Adana,Özel Bankacılık,Konut Kredisi,ATM,14,4,Aktif,13,41818.52,5.6
MUS0419,22,22-35,İzmir,Özel Bankacılık,Kredi Kartı,ATM,14,59,Risk Altında,39,9757.02,-0.7
MUS0420,45,36-50,İzmir,Özel Bankacılık,Konut Kredisi,Mobil,14,15,Aktif,2,9950.82,-14.6
MUS0421,52,51+,İzmir,Bireysel,Yatırım Hesabı,Mobil,13,6,Aktif,-9,704.22,6.4
MUS0422,52,51+,Konya,KOBİ,İhtiyaç Kredisi,Şube,13,12,Aktif,12,28624.71,4.5
MUS0423,68,51+,Konya,Bireysel,Kredi Kartı,İnternet,15,15,Aktif,18,-2471.52,-19.5
MUS0424,42,36-50,Bursa,KOBİ,İhtiyaç Kredisi,ATM,1,59,Risk Altında,31,238.32,-3.5
MUS0425,37,36-50,Gaziantep,KOBİ,Konut Kredisi,Şube,8,2,Aktif,19,-4359.53,7.4
MUS0426,54,51+,Konya,Bireysel,Yatırım Hesabı,Şube,14,11,Aktif,15,8249.05,8.8
MUS0427,25,22-35,Gaziantep,Bireysel,Kredi Kartı,İnternet,9,15,Aktif,27,19430.39,-7.1
MUS0428,27,22-35,Konya,Bireysel,Yatırım Hesabı,ATM,14,1,Aktif,25,645.38,-13.5
MUS0429,57,51+,Ankara,KOBİ,Vadesiz Mevduat,ATM,9,7,Aktif,7,31002.78,-11.8
MUS0430,43,36-50,Bursa,Özel Bankacılık,Vadesiz Mevduat,İnternet,6,16,Aktif,7,34416.19,-15.5
MUS0431,50,36-50,Bursa,Özel Bankacılık,Vadesiz Mevduat,Mobil,2,10,Aktif,26,25122.98,-15.0
MUS0432,28,22-35,Konya,KOBİ,Kredi Kartı,Şube,1,73,Pasif,73,8985.91,-22.2
MUS0433,29,22-35,Bursa,Bireysel,Yatırım Hesabı,İnternet,15,4,Aktif,20,36643.21,-28.1
MUS0434,62,51+,Ankara,Özel Bankacılık,İhtiyaç Kredisi,İnternet,14,17,Aktif,8,2404.98,-10.0
MUS0435,55,51+,Gaziantep,KOBİ,Vadesiz Mevduat,İnternet,12,19,Aktif,-5,4550.76,2.6
MUS0436,28,22-35,Adana,Özel Bankacılık,İhtiyaç Kredisi,İnternet,7,8,Aktif,29,10047.77,8.5
MUS0437,40,36-50,İzmir,KOBİ,Kredi Kartı,İnternet,8,10,Aktif,21,41369.09,-8.1
MUS0438,42,36-50,Bursa,Bireysel,İhtiyaç Kredisi,Şube,12,10,Aktif,19,32763.62,6.8
MUS0439,30,22-35,Adana,Özel Bankacılık,Kredi Kartı,Mobil,12,50,Risk Altında,42,27054.34,7.7
MUS0440,67,51+,Antalya,Bireysel,İhtiyaç Kredisi,İnternet,7,4,Aktif,6,-3610.03,-24.2
MUS0441,64,51+,Antalya,Özel Bankacılık,Kredi Kartı,Şube,1,29,Risk Altında,48,41166.0,-2.4
MUS0442,40,36-50,İstanbul,Özel Bankacılık,İhtiyaç Kredisi,ATM,4,18,Aktif,-7,42566.28,-0.3
MUS0443,57,51+,Antalya,Özel Bankacılık,Kredi Kartı,Mobil,7,14,Aktif,17,47618.61,9.0
MUS0444,42,36-50,İstanbul,Bireysel,Vadesiz Mevduat,ATM,9,15,Aktif,9,40649.09,6.5
MUS0445,67,51+,Bursa,Özel Bankacılık,Konut Kredisi,Şube,12,6,Aktif,14,49089.93,-27.0
MUS0446,33,22-35,Ankara,Bireysel,İhtiyaç Kredisi,İnternet,12,9,Aktif,23,25612.92,-24.8
MUS0447,59,51+,İstanbul,Özel Bankacılık,Konut Kredisi,ATM,14,2,Aktif,-6,3453.69,-17.1
MUS0448,25,22-35,Antalya,KOBİ,İhtiyaç Kredisi,İnternet,13,12,Aktif,27,-991.56,-1.7
MUS0449,55,51+,Ankara,Özel Bankacılık,Kredi Kartı,Şube,4,54,Risk Altında,32,17187.94,-16.0
MUS0450,35,22-35,Adana,Özel Bankacılık,Konut Kredisi,ATM,11,17,Aktif,16,21117.15,-7.5
MUS0451,63,51+,Adana,Bireysel,Vadesiz Mevduat,İnternet,1,59,Risk Altında,35,45523.4,-20.2
MUS0452,24,22-35,Gaziantep,Özel Bankacılık,Konut Kredisi,Mobil,11,18,Aktif,18,34818.66,-29.0
MUS0453,55,51+,Konya,Bireysel,Konut Kredisi,İnternet,14,7,Aktif,-1,12617.2,-26.7
MUS0454,28,22-35,İstanbul,Bireysel,İhtiyaç Kredisi,Mobil,3,7,Aktif,30,42572.3,-13.0
MUS0455,28,22-35,Gaziantep,KOBİ,İhtiyaç Kredisi,Mobil,4,1,Aktif,14,20257.39,-16.7
MUS0456,27,22-35,İzmir,KOBİ,Vadesiz Mevduat,ATM,2,56,Risk Altında,37,40189.06,6.4
MUS0457,48,36-50,Gaziantep,Özel Bankacılık,Yatırım Hesabı,İnternet,7,13,Aktif,-10,32031.43,-8.6
