basvuru_id,kanal,urun_tipi,il,ay,yas,aylik_gelir_tl,talep_tutar_tl,kredi_skoru,basvuru,degerlendirme,onay,kullanim,son_asama,red_nedeni,degerlendirme_sure_gun,onay_sure_gun,toplam_sure_gun
BAS00661,Şube,Taşıt Kredisi,Ankara,2024-10,52,14324,379340,469,1,1,0,0,Değerlendirme,Yaş Sınırı,1.2,,1.3
BAS00662,Mobil,Taşıt Kredisi,Konya,2024-05,34,23600,446935,565,1,1,1,0,Onaylandı,,1.7,0.5,2.4
BAS00663,Çağrı Merkezi,İhtiyaç Kredisi,Bursa,2024-07,29,24381,85651,545,1,0,0,0,Başvuru,,,,0.2
BAS00664,Şube,Taşıt Kredisi,Antalya,2024-11,34,33719,382593,720,1,1,1,1,Kullanım,,0.3,0.4,0.9
BAS00665,Şube,Konut Kredisi,İstanbul,2024-08,21,30622,1941474,443,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.5,,1.7
BAS00666,Şube,İhtiyaç Kredisi,İstanbul,2024-09,34,14748,253611,534,1,1,1,1,Kullanım,,0.8,0.3,1.5
BAS00667,Şube,Taşıt Kredisi,İstanbul,2024-12,32,30407,429723,527,1,1,1,1,Kullanım,,1.4,0.8,2.5
BAS00668,Mobil,Konut Kredisi,İzmir,2024-11,46,53657,1869231,669,1,1,1,1,Kullanım,,2.1,0.9,3.2
BAS00669,İnternet,Konut Kredisi,İstanbul,2024-06,42,31507,1861933,644,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.0,,2.3
BAS00670,Mobil,İşletme Kredisi,Konya,2024-06,26,19169,456196,502,1,0,0,0,Başvuru,,,,0.2
BAS00671,İnternet,Konut Kredisi,Gaziantep,2024-02,28,24368,1944550,479,1,1,0,0,Değerlendirme,Yaş Sınırı,2.2,,2.3
BAS00672,Şube,Taşıt Kredisi,Konya,2024-02,48,61300,330336,745,1,0,0,0,Başvuru,,,,0.3
BAS00673,Mobil,İhtiyaç Kredisi,Antalya,2024-10,46,35982,214693,469,1,0,0,0,Başvuru,,,,0.2
BAS00674,İnternet,İşletme Kredisi,İzmir,2024-11,23,33708,542707,368,1,0,0,0,Başvuru,,,,0.2
BAS00675,Mobil,İhtiyaç Kredisi,Gaziantep,2024-08,61,34190,160685,633,1,0,0,0,Başvuru,,,,0.3
BAS00676,Şube,İşletme Kredisi,Ankara,2024-03,42,26848,266431,554,1,0,0,0,Başvuru,,,,0.3
BAS00677,Şube,İşletme Kredisi,Konya,2024-08,21,8000,501904,425,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.7,,1.0
BAS00678,Mobil,Taşıt Kredisi,İzmir,2024-10,62,15337,415598,660,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.4,,2.6
BAS00679,Mobil,İhtiyaç Kredisi,Bursa,2024-12,21,34996,173799,466,1,1,1,0,Onaylandı,,1.5,0.8,2.4
BAS00680,Mobil,İhtiyaç Kredisi,Konya,2024-12,59,15427,330729,637,1,1,1,1,Kullanım,,1.7,1.4,3.5
BAS00681,Şube,İhtiyaç Kredisi,İzmir,2024-12,51,24548,122622,608,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.0,,1.3
BAS00682,Mobil,Taşıt Kredisi,Antalya,2024-04,46,17246,603717,405,1,0,0,0,Başvuru,,,,0.2
BAS00683,Mobil,İhtiyaç Kredisi,İstanbul,2024-04,46,32388,106609,682,1,0,0,0,Başvuru,,,,0.4
BAS00684,Şube,Konut Kredisi,İzmir,2024-09,51,13610,1852415,653,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.8,,2.2
BAS00685,İnternet,Konut Kredisi,Antalya,2024-10,51,17038,1862784,484,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.9,,2.1
BAS00686,Şube,Taşıt Kredisi,İzmir,2024-08,56,36611,275178,583,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.3,,1.6
BAS00687,Şube,İhtiyaç Kredisi,İzmir,2024-06,22,29018,176670,549,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.2,,1.6
BAS00688,Şube,İhtiyaç Kredisi,Konya,2024-02,24,10837,172930,421,1,1,1,0,Onaylandı,,1.7,0.2,2.4
BAS00689,Mobil,İhtiyaç Kredisi,Konya,2024-10,23,13182,132274,422,1,1,0,0,Değerlendirme,Eksik Belge,1.4,,1.8
BAS00690,Şube,Konut Kredisi,Ankara,2024-11,42,53219,1729580,711,1,0,0,0,Başvuru,,,,0.2
BAS00691,Mobil,Konut Kredisi,İstanbul,2024-06,59,38680,1844144,582,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.6,,2.9
BAS00692,Mobil,İşletme Kredisi,Antalya,2024-01,39,20235,499414,423,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.5,,2.6
BAS00693,Şube,İhtiyaç Kredisi,Antalya,2024-05,42,37255,173391,473,1,1,1,1,Kullanım,,1.0,0.4,1.9
BAS00694,Çağrı Merkezi,İhtiyaç Kredisi,Antalya,2024-03,28,45557,138260,403,1,1,1,1,Kullanım,,2.2,1.4,4.0
BAS00695,Mobil,Konut Kredisi,Gaziantep,2024-12,59,30157,1839516,685,1,1,0,0,Değerlendirme,Eksik Belge,1.5,,2.0
BAS00696,Şube,İhtiyaç Kredisi,Adana,2024-08,35,40790,88478,633,1,1,1,1,Kullanım,,2.4,-0.0,2.6
BAS00697,Şube,İhtiyaç Kredisi,Bursa,2024-02,52,16452,176375,582,1,1,1,1,Kullanım,,1.0,0.8,2.0
BAS00698,Şube,Konut Kredisi,Bursa,2024-02,40,23972,1623781,544,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.1,,1.6
BAS00699,Şube,İhtiyaç Kredisi,Antalya,2024-12,28,42067,10000,453,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.6,,2.0
BAS00700,Şube,Konut Kredisi,Bursa,2024-03,33,42731,1722714,507,1,1,1,1,Kullanım,,1.4,0.1,1.8
BAS00701,Şube,Konut Kredisi,İstanbul,2024-01,60,32033,1746882,688,1,1,1,1,Kullanım,,1.3,0.6,2.3
BAS00702,İnternet,İhtiyaç Kredisi,İstanbul,2024-02,47,13861,111389,522,1,0,0,0,Başvuru,,,,0.4
BAS00703,Mobil,İhtiyaç Kredisi,Gaziantep,2024-08,42,8000,55257,513,1,1,1,1,Kullanım,,2.6,0.7,3.6
BAS00704,Mobil,İhtiyaç Kredisi,Ankara,2024-03,31,58090,153412,637,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.3,,1.7
BAS00705,Mobil,İşletme Kredisi,Antalya,2024-07,51,33758,539642,620,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.5,,2.0
BAS00706,Mobil,İhtiyaç Kredisi,Gaziantep,2024-09,50,24092,40092,541,1,0,0,0,Başvuru,,,,0.2
BAS00707,Mobil,İhtiyaç Kredisi,Bursa,2024-12,59,30595,121886,713,1,0,0,0,Başvuru,,,,0.3
BAS00708,Şube,Konut Kredisi,İzmir,2024-08,57,15326,1800316,692,1,1,1,1,Kullanım,,0.9,0.8,2.1
BAS00709,Şube,Konut Kredisi,Antalya,2024-05,22,47719,1904628,599,1,1,1,1,Kullanım,,1.3,0.6,2.4
BAS00710,İnternet,Konut Kredisi,Bursa,2024-02,48,12126,1781542,485,1,0,0,0,Başvuru,,,,0.3
BAS00711,Şube,İhtiyaç Kredisi,Konya,2024-02,45,24645,126436,584,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.7,,2.9
BAS00712,Mobil,İhtiyaç Kredisi,Ankara,2024-07,62,21778,73980,612,1,1,0,0,Değerlendirme,Yaş Sınırı,2.2,,2.4
BAS00713,Mobil,İhtiyaç Kredisi,İzmir,2024-03,50,31469,316059,618,1,1,0,0,Değerlendirme,Eksik Belge,1.5,,2.0
BAS00714,İnternet,Taşıt Kredisi,Antalya,2024-03,52,19888,388519,479,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.0,,2.2
BAS00715,Mobil,Konut Kredisi,Adana,2024-07,30,30813,1903408,443,1,0,0,0,Başvuru,,,,0.1
BAS00716,Mobil,Konut Kredisi,İzmir,2024-11,30,8000,1830520,491,1,1,1,1,Kullanım,,1.1,0.5,2.0
BAS00717,Mobil,İhtiyaç Kredisi,İstanbul,2024-10,50,10468,149743,810,1,1,1,0,Onaylandı,,1.2,0.6,2.2
BAS00718,Mobil,Konut Kredisi,Antalya,2024-04,28,36900,1641333,468,1,1,1,1,Kullanım,,2.2,0.8,3.4
BAS00719,Mobil,Konut Kredisi,İzmir,2024-07,25,8000,1802257,430,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.2,,2.6
BAS00720,Mobil,İhtiyaç Kredisi,Adana,2024-01,33,39413,128595,615,1,1,1,0,Onaylandı,,1.7,0.9,2.9
BAS00721,Mobil,İhtiyaç Kredisi,Konya,2024-09,55,60022,200038,715,1,0,0,0,Başvuru,,,,0.1
BAS00722,Mobil,İhtiyaç Kredisi,Ankara,2024-07,49,25738,130332,534,1,1,1,0,Onaylandı,,2.4,0.5,3.1
BAS00723,Çağrı Merkezi,Konut Kredisi,Bursa,2024-04,39,18626,1785707,527,1,1,1,1,Kullanım,,2.3,1.0,3.4
BAS00724,Mobil,İşletme Kredisi,Konya,2024-04,33,45743,494440,502,1,0,0,0,Başvuru,,,,0.1
BAS00725,İnternet,Konut Kredisi,Konya,2024-03,40,31122,1901631,650,1,0,0,0,Başvuru,,,,0.5
BAS00726,Şube,Taşıt Kredisi,İstanbul,2024-02,58,44830,396306,621,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,0.8,,0.9
BAS00727,Şube,İhtiyaç Kredisi,Konya,2024-03,50,44891,62777,543,1,1,1,1,Kullanım,,0.7,0.2,1.4
BAS00728,Çağrı Merkezi,İşletme Kredisi,Gaziantep,2024-09,54,52513,509332,612,1,0,0,0,Başvuru,,,,0.3
BAS00729,Mobil,Konut Kredisi,Ankara,2024-08,53,32577,1807486,661,1,0,0,0,Başvuru,,,,0.3
BAS00730,Şube,Taşıt Kredisi,İzmir,2024-04,52,8000,283690,439,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,0.4,,0.6
BAS00731,İnternet,İhtiyaç Kredisi,Bursa,2024-11,59,28492,147881,611,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.7,,3.0
BAS00732,Şube,İhtiyaç Kredisi,Adana,2024-03,53,50126,86496,779,1,1,0,0,Değerlendirme,Eksik Belge,1.1,,1.5
BAS00733,Mobil,Taşıt Kredisi,Konya,2024-08,57,14637,467466,483,1,0,0,0,Başvuru,,,,0.2
BAS00734,Mobil,İşletme Kredisi,Gaziantep,2024-03,49,23899,447516,652,1,1,1,0,Onaylandı,,1.2,1.2,2.7
BAS00735,Mobil,İhtiyaç Kredisi,Konya,2024-07,30,36068,165515,519,1,1,0,0,Değerlendirme,Yaş Sınırı,1.5,,1.6
BAS00736,Mobil,İhtiyaç Kredisi,Ankara,2024-11,47,34069,192478,544,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.6,,1.9
BAS00737,Şube,İhtiyaç Kredisi,Ankara,2024-12,53,20266,10000,554,1,0,0,0,Başvuru,,,,0.1
BAS00738,İnternet,İhtiyaç Kredisi,Bursa,2024-01,36,45164,28988,540,1,1,1,1,Kullanım,,1.7,0.9,3.0
BAS00739,Şube,İhtiyaç Kredisi,Ankara,2024-12,45,15374,114798,535,1,1,1,1,Kullanım,,-0.3,0.1,0.2
BAS00740,Mobil,Konut Kredisi,Bursa,2024-03,41,49926,2028967,390,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.9,,2.2
BAS00741,İnternet,Taşıt Kredisi,Ankara,2024-03,61,41159,385005,677,1,1,1,0,Onaylandı,,2.0,1.0,3.2
BAS00742,Mobil,İşletme Kredisi,Bursa,2024-01,55,8000,362045,697,1,0,0,0,Başvuru,,,,0.2
BAS00743,Şube,Taşıt Kredisi,Antalya,2024-06,51,31029,339997,529,1,1,1,1,Kullanım,,0.9,0.3,1.5
BAS00744,Şube,İhtiyaç Kredisi,Gaziantep,2024-05,42,36169,207704,523,1,1,1,1,Kullanım,,1.6,0.6,2.4
BAS00745,İnternet,İhtiyaç Kredisi,Gaziantep,2024-07,22,26476,90170,464,1,1,1,1,Kullanım,,2.6,0.7,3.5
BAS00746,Şube,Taşıt Kredisi,Ankara,2024-01,28,19125,359861,611,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.5,,0.9
BAS00747,Şube,Taşıt Kredisi,Ankara,2024-12,39,41289,435218,464,1,1,1,0,Onaylandı,,0.3,-0.2,0.5
BAS00748,Şube,İhtiyaç Kredisi,İzmir,2024-08,31,8000,73967,442,1,1,1,1,Kullanım,,1.1,0.5,2.1
BAS00749,Şube,İhtiyaç Kredisi,Adana,2024-08,56,10753,140591,636,1,1,1,1,Kullanım,,1.1,0.1,1.6
BAS00750,Mobil,İhtiyaç Kredisi,Gaziantep,2024-01,46,24651,155208,590,1,0,0,0,Başvuru,,,,0.3
BAS00751,İnternet,İhtiyaç Kredisi,İstanbul,2024-05,39,41571,109077,690,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.2,,2.4
BAS00752,Mobil,İhtiyaç Kredisi,Antalya,2024-12,36,34416,73733,400,1,1,1,1,Kullanım,,1.7,0.1,2.1
BAS00753,Şube,İşletme Kredisi,İzmir,2024-06,60,50558,402682,832,1,1,1,1,Kullanım,,1.1,0.5,1.8
BAS00754,Şube,İşletme Kredisi,Ankara,2024-02,39,19729,437370,510,1,0,0,0,Başvuru,,,,0.1
BAS00755,Çağrı Merkezi,İhtiyaç Kredisi,İstanbul,2024-07,33,27495,34119,506,1,0,0,0,Başvuru,,,,0.1
BAS00756,Mobil,Taşıt Kredisi,Antalya,2024-08,54,42312,404280,660,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.2,,2.3
BAS00757,Mobil,Taşıt Kredisi,Ankara,2024-04,21,26621,269491,461,1,0,0,0,Başvuru,,,,0.2
BAS00758,Şube,İşletme Kredisi,Konya,2024-05,49,35530,402196,509,1,0,0,0,Başvuru,,,,0.1
BAS00759,Şube,Konut Kredisi,Adana,2024-06,39,8000,1861074,504,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.2,,1.6
BAS00760,Mobil,Konut Kredisi,Konya,2024-10,49,22988,1699734,588,1,1,0,0,Değerlendirme,Yaş Sınırı,3.0,,3.4
BAS00761,Mobil,İşletme Kredisi,Gaziantep,2024-12,62,48631,539779,554,1,1,1,1,Kullanım,,1.2,1.3,2.8
BAS00762,Şube,Konut Kredisi,Gaziantep,2024-02,24,8000,1742246,402,1,1,1,1,Kullanım,,1.6,0.5,2.4
BAS00763,Şube,İhtiyaç Kredisi,İzmir,2024-01,61,14899,196540,632,1,1,1,1,Kullanım,,1.5,0.2,1.9
BAS00764,Şube,İhtiyaç Kredisi,Adana,2024-02,35,31890,110053,534,1,1,0,0,Değerlendirme,Yaş Sınırı,1.3,,1.4
BAS00765,Şube,Konut Kredisi,Adana,2024-02,21,40846,1858556,540,1,1,1,1,Kullanım,,1.3,0.7,2.1
BAS00766,Mobil,İhtiyaç Kredisi,Antalya,2024-12,38,24719,70267,588,1,1,1,0,Onaylandı,,2.6,0.8,3.5
BAS00767,Mobil,İhtiyaç Kredisi,Ankara,2024-04,42,22743,131418,542,1,1,0,0,Değerlendirme,Eksik Belge,1.7,,2.2
BAS00768,İnternet,Taşıt Kredisi,Konya,2024-07,53,18550,548404,637,1,1,1,1,Kullanım,,2.3,0.8,3.3
BAS00769,Mobil,Konut Kredisi,İstanbul,2024-04,30,23435,1752540,478,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.0,,2.4
BAS00770,Mobil,Taşıt Kredisi,Konya,2024-09,61,44519,343743,543,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.6,,2.0
BAS00771,Mobil,Konut Kredisi,Konya,2024-11,59,30590,1719038,728,1,1,0,0,Değerlendirme,Eksik Belge,2.2,,2.4
BAS00772,İnternet,Konut Kredisi,İstanbul,2024-07,44,21818,1740486,395,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.0,,2.5
BAS00773,Şube,Taşıt Kredisi,İstanbul,2024-11,54,37831,358916,505,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.0,,1.5
BAS00774,Mobil,İhtiyaç Kredisi,Adana,2024-01,36,33352,36357,570,1,0,0,0,Başvuru,,,,0.4
BAS00775,Mobil,Konut Kredisi,Konya,2024-03,49,34477,1755448,531,1,1,0,0,Değerlendirme,Yaş Sınırı,1.9,,2.2
BAS00776,Mobil,İhtiyaç Kredisi,Bursa,2024-02,45,12263,237083,510,1,1,1,1,Kullanım,,2.6,0.8,3.7
BAS00777,Çağrı Merkezi,İhtiyaç Kredisi,Bursa,2024-04,20,22231,40387,415,1,0,0,0,Başvuru,,,,0.2
BAS00778,Şube,İhtiyaç Kredisi,Konya,2024-08,31,25471,86077,477,1,1,1,1,Kullanım,,0.6,0.8,1.7
BAS00779,Mobil,Konut Kredisi,İzmir,2024-02,46,25244,1697341,606,1,0,0,0,Başvuru,,,,0.2
BAS00780,İnternet,İşletme Kredisi,Konya,2024-07,21,29425,406614,422,1,1,1,0,Onaylandı,,2.0,0.7,2.8
BAS00781,Şube,İhtiyaç Kredisi,İstanbul,2024-08,55,22287,155651,590,1,1,1,1,Kullanım,,1.3,0.8,2.4
BAS00782,Mobil,İşletme Kredisi,İzmir,2024-05,35,42452,635279,527,1,1,0,0,Değerlendirme,Yaş Sınırı,2.0,,2.4
BAS00783,Mobil,Taşıt Kredisi,Antalya,2024-08,44,31404,355671,542,1,1,1,1,Kullanım,,2.4,0.2,3.1
BAS00784,Mobil,İhtiyaç Kredisi,İzmir,2024-07,33,21209,304826,471,1,0,0,0,Başvuru,,,,0.4
BAS00785,Şube,İhtiyaç Kredisi,Gaziantep,2024-09,55,41209,80329,565,1,1,1,1,Kullanım,,1.0,0.4,1.7
BAS00786,Mobil,İhtiyaç Kredisi,Ankara,2024-03,52,41621,279687,646,1,1,1,1,Kullanım,,1.9,1.1,3.1
BAS00787,Mobil,Konut Kredisi,Ankara,2024-01,21,8366,1733488,549,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.6,,2.0
BAS00788,Mobil,Taşıt Kredisi,Gaziantep,2024-01,50,36368,482962,615,1,1,1,1,Kullanım,,1.4,1.2,3.1
BAS00789,Çağrı Merkezi,Konut Kredisi,İstanbul,2024-05,43,8000,1921840,607,1,0,0,0,Başvuru,,,,0.3
BAS00790,İnternet,Konut Kredisi,Bursa,2024-05,48,27470,1790047,692,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.9,,2.1
BAS00791,Mobil,Taşıt Kredisi,İstanbul,2024-05,55,34754,145424,745,1,0,0,0,Başvuru,,,,0.3
BAS00792,Şube,Konut Kredisi,Konya,2024-07,53,26745,1974872,560,1,1,1,1,Kullanım,,1.6,0.7,2.7
BAS00793,Şube,İhtiyaç Kredisi,Konya,2024-06,51,18469,41329,542,1,1,1,1,Kullanım,,0.7,0.6,1.4
BAS00794,Şube,İhtiyaç Kredisi,Gaziantep,2024-06,36,37974,204311,695,1,1,1,1,Kullanım,,0.8,0.6,1.6
BAS00795,Mobil,Konut Kredisi,Gaziantep,2024-04,21,31779,1754709,603,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.5,,1.8
BAS00796,Mobil,Taşıt Kredisi,İzmir,2024-08,33,29454,391622,568,1,1,1,1,Kullanım,,1.2,1.1,2.4
BAS00797,Mobil,Taşıt Kredisi,İzmir,2024-07,60,14981,294076,624,1,1,1,1,Kullanım,,2.6,0.8,3.7
BAS00798,Mobil,Konut Kredisi,Antalya,2024-03,47,20780,1805660,525,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.3,,2.5
BAS00799,Mobil,İhtiyaç Kredisi,Konya,2024-08,20,11970,118866,315,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.9,,2.0
BAS00800,Şube,Konut Kredisi,Bursa,2024-05,41,38295,1841964,675,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.4,,1.6
BAS00801,Mobil,İhtiyaç Kredisi,Bursa,2024-08,44,24119,171521,545,1,1,1,0,Onaylandı,,1.5,0.9,2.8
BAS00802,İnternet,Konut Kredisi,İzmir,2024-10,43,60888,1811355,542,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.6,,2.0
BAS00803,İnternet,İhtiyaç Kredisi,İzmir,2024-08,43,37138,80073,699,1,1,1,1,Kullanım,,2.5,1.2,4.1
BAS00804,Şube,Taşıt Kredisi,Ankara,2024-06,57,8000,198980,683,1,1,0,0,Değerlendirme,Eksik Belge,1.4,,1.7
BAS00805,Şube,Taşıt Kredisi,İstanbul,2024-01,60,35008,416587,641,1,1,0,0,Değerlendirme,Eksik Belge,0.9,,1.3
BAS00806,Şube,İhtiyaç Kredisi,Adana,2024-02,45,29256,144980,668,1,1,1,1,Kullanım,,0.1,0.5,0.9
BAS00807,Mobil,Taşıt Kredisi,İstanbul,2024-07,45,21970,320180,478,1,0,0,0,Başvuru,,,,0.1
BAS00808,Mobil,İhtiyaç Kredisi,Antalya,2024-04,40,8000,86117,463,1,1,0,0,Değerlendirme,Yaş Sınırı,2.5,,2.9
BAS00809,Mobil,İhtiyaç Kredisi,İstanbul,2024-08,24,21213,65569,510,1,1,1,1,Kullanım,,1.8,0.9,2.9
BAS00810,Şube,İşletme Kredisi,Gaziantep,2024-08,27,52319,481574,527,1,1,1,1,Kullanım,,1.6,0.6,2.6
BAS00811,Mobil,İhtiyaç Kredisi,İstanbul,2024-02,31,44569,228413,624,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.8,,1.9
BAS00812,İnternet,Taşıt Kredisi,Ankara,2024-01,60,22893,415065,584,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.1,,2.5
BAS00813,Mobil,İhtiyaç Kredisi,Gaziantep,2024-03,32,12182,78192,330,1,1,1,0,Onaylandı,,1.7,0.8,2.9
BAS00814,Şube,İhtiyaç Kredisi,Ankara,2024-09,32,12413,347590,548,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,0.7,,1.1
BAS00815,Şube,İhtiyaç Kredisi,İzmir,2024-10,24,8000,160198,506,1,1,1,1,Kullanım,,1.6,0.3,2.2
BAS00816,Şube,İhtiyaç Kredisi,Bursa,2024-06,37,24871,179905,366,1,1,1,0,Onaylandı,,1.8,0.8,2.9
BAS00817,Mobil,İşletme Kredisi,Adana,2024-02,56,19578,511368,583,1,1,1,0,Onaylandı,,1.7,0.9,3.0
BAS00818,Şube,İhtiyaç Kredisi,Antalya,2024-11,28,20307,151116,520,1,1,1,1,Kullanım,,1.5,-0.2,1.8
BAS00819,Mobil,İhtiyaç Kredisi,Konya,2024-09,24,8000,38515,463,1,0,0,0,Başvuru,,,,0.3
BAS00820,Şube,Taşıt Kredisi,Bursa,2024-01,56,8000,411602,600,1,0,0,0,Başvuru,,,,0.1
BAS00821,Şube,İhtiyaç Kredisi,İzmir,2024-07,41,18298,25653,517,1,1,1,1,Kullanım,,1.8,0.7,2.8
BAS00822,Şube,Konut Kredisi,İstanbul,2024-11,51,12439,1807154,549,1,0,0,0,Başvuru,,,,0.1
BAS00823,Mobil,İhtiyaç Kredisi,Gaziantep,2024-03,43,37145,164244,485,1,0,0,0,Başvuru,,,,0.1
BAS00824,Mobil,Taşıt Kredisi,Adana,2024-07,37,44911,421151,529,1,1,1,1,Kullanım,,2.3,1.5,3.9
BAS00825,Mobil,İhtiyaç Kredisi,İzmir,2024-10,54,35245,195034,642,1,0,0,0,Başvuru,,,,0.5
BAS00826,Çağrı Merkezi,Konut Kredisi,Ankara,2024-01,36,28146,1918674,484,1,1,1,1,Kullanım,,3.1,1.5,5.0
BAS00827,Mobil,Konut Kredisi,Konya,2024-08,28,26461,1872408,543,1,1,1,1,Kullanım,,2.2,1.0,3.5
BAS00828,Mobil,Taşıt Kredisi,Adana,2024-12,29,38527,334172,515,1,1,1,1,Kullanım,,0.8,0.9,1.9
BAS00829,Mobil,Taşıt Kredisi,İstanbul,2024-02,41,46884,353101,690,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.7,,3.0
BAS00830,Mobil,Konut Kredisi,İstanbul,2024-03,48,50405,1751675,651,1,0,0,0,Başvuru,,,,0.1
BAS00831,Şube,İşletme Kredisi,Bursa,2024-02,60,33442,596757,756,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.2,,1.4
BAS00832,Mobil,İhtiyaç Kredisi,Antalya,2024-12,50,8000,157328,486,1,1,1,1,Kullanım,,2.8,0.9,4.1
BAS00833,Şube,Taşıt Kredisi,Antalya,2024-06,51,36060,444528,684,1,1,1,1,Kullanım,,1.7,0.1,2.1
BAS00834,Mobil,İşletme Kredisi,İstanbul,2024-08,27,83607,485381,619,1,1,1,1,Kullanım,,1.7,1.3,3.5
BAS00835,Şube,Taşıt Kredisi,İstanbul,2024-10,25,37920,389833,395,1,1,1,1,Kullanım,,0.4,1.5,2.4
BAS00836,Mobil,İhtiyaç Kredisi,İzmir,2024-01,43,34132,60640,681,1,1,1,1,Kullanım,,1.6,0.9,3.0
BAS00837,Şube,İhtiyaç Kredisi,Ankara,2024-12,48,32689,333744,535,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.0,,1.3
BAS00838,Çağrı Merkezi,Taşıt Kredisi,Ankara,2024-03,29,35327,421959,528,1,0,0,0,Başvuru,,,,0.5
BAS00839,İnternet,Taşıt Kredisi,İzmir,2024-06,36,46010,333721,534,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.3,,2.5
BAS00840,Mobil,İhtiyaç Kredisi,Gaziantep,2024-07,58,14558,106114,473,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.4,,1.9
BAS00841,Mobil,Taşıt Kredisi,Ankara,2024-04,55,15637,386044,611,1,1,0,0,Değerlendirme,Eksik Belge,1.9,,2.3
BAS00842,Şube,Taşıt Kredisi,Antalya,2024-01,33,48449,411558,572,1,1,1,1,Kullanım,,1.0,0.6,2.1
BAS00843,Çağrı Merkezi,İhtiyaç Kredisi,Adana,2024-08,41,53259,188835,615,1,1,1,1,Kullanım,,1.7,1.3,3.3
BAS00844,İnternet,İhtiyaç Kredisi,Bursa,2024-05,35,21773,268583,484,1,1,1,1,Kullanım,,2.5,1.0,3.9
BAS00845,Şube,İhtiyaç Kredisi,Adana,2024-07,26,47576,68065,468,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.9,,1.1
BAS00846,Mobil,İhtiyaç Kredisi,Antalya,2024-11,62,35197,96098,544,1,0,0,0,Başvuru,,,,0.4
BAS00847,Mobil,İhtiyaç Kredisi,Antalya,2024-12,39,9149,77066,459,1,0,0,0,Başvuru,,,,0.4
BAS00848,Mobil,Taşıt Kredisi,Bursa,2024-08,53,39020,422304,718,1,1,1,1,Kullanım,,2.2,0.6,3.0
BAS00849,Şube,İhtiyaç Kredisi,İstanbul,2024-03,48,44309,132688,639,1,1,0,0,Değerlendirme,Eksik Belge,0.4,,0.6
BAS00850,Şube,İşletme Kredisi,Bursa,2024-08,33,24484,360185,506,1,1,0,0,Değerlendirme,Teminat Yetersiz,0.4,,0.6
BAS00851,Şube,İşletme Kredisi,Ankara,2024-10,35,43375,226086,526,1,1,1,1,Kullanım,,0.7,0.4,1.6
BAS00852,Mobil,Taşıt Kredisi,Adana,2024-05,35,25332,547276,563,1,1,1,1,Kullanım,,1.9,0.8,2.8
BAS00853,Çağrı Merkezi,Konut Kredisi,Gaziantep,2024-12,59,37375,1853773,700,1,1,1,1,Kullanım,,2.6,1.4,4.1
