islem_id,musteri_id,tarih_saat,gun_adi,saat,gece_mi,kategori,kanal,tutar_tl,musteri_ort_islem_tl,sapma_pct,sehir,yurtdisi_mi,z_skoru,risk_skoru,fraud_flag,fraud_tipi
TXN003000,MUS0379,2024-06-11 09:49:00,Salı,9,0,Market,Fiziksel Kart,345.78,271.21,27.5,Ankara,0,0.84,11,0,normal
TXN001685,MUS0154,2024-02-27 01:11:00,Salı,1,1,ATM Nakit,ATM,177.45,182.54,-2.8,Ankara,0,2.02,29,0,normal
TXN000980,MUS0471,2024-09-11 05:33:00,Çarşamba,5,1,Ulaşım,Online,212.31,364.61,-41.8,İzmir,0,0.04,3,0,normal
TXN003965,MUS0528,2024-04-03 15:19:00,Çarşamba,15,0,Ulaşım,Fiziksel Kart,846.31,722.05,17.2,Eskişehir,0,0.9,10,0,normal
TXN004053,MUS0465,2024-09-06 10:24:00,Cuma,10,0,ATM Nakit,Temassız,491.95,389.9,26.2,Mersin,0,1.12,20,0,normal
TXN000657,MUS0745,2024-05-06 08:22:00,Pazartesi,8,0,Eğlence,Temassız,510.46,380.66,34.1,Konya,0,0.13,4,0,normal
TXN002570,MUS0135,2024-10-25 14:47:00,Cuma,14,0,Yakıt,Fiziksel Kart,396.7,610.35,-35.0,Bursa,0,1.11,16,0,normal
TXN003455,MUS0645,2024-03-18 07:59:00,Pazartesi,7,0,Market,Online,6.99,131.67,-94.7,Bursa,0,5.1,81,1,kart_test
TXN004433,MUS0732,2024-10-26 11:07:00,Cumartesi,11,0,Giyim,Online,92.93,240.2,-61.3,Bursa,0,0.51,12,0,normal
TXN000026,MUS0578,2024-11-21 18:04:00,Perşembe,18,0,ATM Nakit,Temassız,1000.16,761.55,31.3,Ankara,0,0.08,0,0,normal
TXN001449,MUS0555,2024-12-23 16:54:00,Pazartesi,16,0,Elektronik,Fiziksel Kart,200.84,189.79,5.8,Kayseri,0,0.06,9,0,normal
TXN001098,MUS0652,2024-11-30 08:45:00,Cumartesi,8,0,Eğlence,Online,149.27,255.88,-41.7,Kayseri,0,0.04,10,0,normal
TXN003445,MUS0514,2024-07-06 06:29:00,Cumartesi,6,0,Restoran,Online,1261.5,705.35,78.8,İzmir,0,0.16,0,0,normal
TXN003599,MUS0730,2024-11-14 07:40:00,Perşembe,7,0,Döviz,Online,635.05,528.56,20.1,Konya,0,0.51,1,0,normal
TXN000739,MUS0706,2024-01-19 10:02:00,Cuma,10,0,Elektronik,Fiziksel Kart,742.67,643.18,15.5,Antalya,0,0.29,2,0,normal
TXN002454,MUS0178,2024-09-01 20:39:00,Pazar,20,0,Ulaşım,Fiziksel Kart,572.74,603.91,-5.2,Antalya,0,0.55,0,0,normal
TXN003680,MUS0317,2024-08-21 07:46:00,Çarşamba,7,0,Yakıt,Temassız,139.84,337.88,-58.6,Konya,0,1.65,17,0,normal
TXN002931,MUS0082,2024-01-26 18:24:00,Cuma,18,0,Elektronik,Online,385.56,257.31,49.8,Adana,0,0.81,6,0,normal
TXN004104,MUS0261,2024-06-20 14:12:00,Perşembe,14,0,Ulaşım,Online,296.71,631.16,-53.0,Mersin,0,1.9,27,0,normal
TXN003916,MUS0619,2024-03-24 08:09:00,Pazar,8,0,Restoran,Fiziksel Kart,729.78,626.62,16.5,Antalya,0,0.6,11,0,normal
TXN003045,MUS0172,2024-05-10 00:15:00,Cuma,0,1,Sağlık,ATM,263.5,304.99,-13.6,Ankara,0,1.03,17,0,normal
TXN000029,MUS0011,2024-03-22 11:02:00,Cuma,11,0,Restoran,Online,829.11,665.11,24.7,Mersin,0,0.99,4,0,normal
TXN000684,MUS0135,2024-11-12 01:17:00,Salı,1,1,Market,Online,195.51,610.35,-68.0,Bursa,0,0.71,15,0,normal
TXN003064,MUS0277,2024-09-26 19:19:00,Perşembe,19,0,ATM Nakit,Temassız,299.72,396.84,-24.5,Eskişehir,0,1.52,24,0,normal
TXN004014,MUS0318,2024-09-25 07:59:00,Çarşamba,7,0,Elektronik,Online,450.05,324.32,38.8,Bangkok,1,0.62,16,0,normal
TXN001609,MUS0708,2024-12-01 16:22:00,Pazar,16,0,Ulaşım,Telefon,230.97,171.18,34.9,Kayseri,0,1.73,18,0,normal
TXN003349,MUS0777,2024-12-12 09:54:00,Perşembe,9,0,Ulaşım,Online,146.31,308.55,-52.6,Bangkok,1,0.64,2,0,normal
TXN001561,MUS0684,2024-07-23 07:00:00,Salı,7,0,Online Alışveriş,Fiziksel Kart,53.1,291.78,-81.8,Adana,0,0.92,4,0,normal
TXN000024,MUS0316,2024-07-10 12:21:00,Çarşamba,12,0,Döviz,Online,494.46,461.03,7.3,Roma,1,0.45,9,0,normal
TXN004066,MUS0749,2024-05-09 07:07:00,Perşembe,7,0,Uluslararası,Online,78.41,226.53,-65.4,Antalya,0,1.07,10,0,normal
TXN004523,MUS0185,2024-01-18 22:02:00,Perşembe,22,0,Eğlence,Online,87.14,120.39,-27.6,Mersin,0,0.37,9,0,normal
TXN003466,MUS0735,2024-05-14 03:06:00,Salı,3,1,Uluslararası,Fiziksel Kart,524.9,346.16,51.6,Ankara,0,0.14,8,0,normal
TXN000185,MUS0572,2024-07-24 06:56:00,Çarşamba,6,0,Eğlence,Online,436.54,422.44,3.3,Antalya,0,0.38,9,0,normal
TXN002798,MUS0665,2024-05-11 16:51:00,Cumartesi,16,0,Sağlık,Online,1176.95,773.06,52.2,Kayseri,0,0.85,14,0,normal
TXN004255,MUS0457,2024-06-25 11:30:00,Salı,11,0,ATM Nakit,Online,521.38,488.61,6.7,İstanbul,0,0.62,5,0,normal
TXN003945,MUS0558,2024-06-30 18:04:00,Pazar,18,0,Sağlık,Online,366.27,396.55,-7.6,Adana,0,0.95,10,0,normal
TXN001238,MUS0190,2024-12-03 07:44:00,Salı,7,0,Yakıt,Fiziksel Kart,845.07,716.37,18.0,Kayseri,0,0.39,12,0,normal
TXN002012,MUS0381,2024-02-09 06:22:00,Cuma,6,0,Döviz,Fiziksel Kart,334.83,469.01,-28.6,Samsun,0,0.58,4,0,normal
TXN004680,MUS0524,2024-04-01 11:03:00,Pazartesi,11,0,Elektronik,Fiziksel Kart,983.0,746.07,31.8,Antalya,0,1.37,19,0,normal
TXN002183,MUS0219,2024-03-26 19:48:00,Salı,19,0,Market,Telefon,122.75,157.34,-22.0,Gaziantep,0,1.49,19,0,normal
TXN000277,MUS0128,2024-10-21 06:36:00,Pazartesi,6,0,Market,Fiziksel Kart,296.67,230.87,28.5,İstanbul,0,0.35,3,0,normal
TXN004593,MUS0487,2024-05-22 14:47:00,Çarşamba,14,0,Ulaşım,Online,215.62,426.85,-49.5,Gaziantep,0,0.02,0,0,normal
TXN001566,MUS0607,2024-09-07 07:14:00,Cumartesi,7,0,Sağlık,Temassız,176.81,228.24,-22.5,Amsterdam,1,1.66,13,0,normal
TXN004535,MUS0333,2024-06-19 00:33:00,Çarşamba,0,1,Restoran,Online,955.67,763.32,25.2,Bursa,0,1.11,21,0,normal
TXN003758,MUS0382,2024-08-03 01:21:00,Cumartesi,1,1,Online Alışveriş,Temassız,426.09,498.38,-14.5,Amsterdam,1,1.19,8,0,normal
TXN002071,MUS0037,2024-06-25 02:45:00,Salı,2,1,ATM Nakit,Online,276.93,524.23,-47.2,Adana,0,0.56,8,0,normal
TXN003361,MUS0665,2024-04-11 22:49:00,Perşembe,22,0,Market,Temassız,78.03,773.06,-89.9,Kayseri,0,1.19,9,0,normal
TXN000483,MUS0172,2024-09-20 01:02:00,Cuma,1,1,Uluslararası,Telefon,431.53,304.99,41.5,Ankara,0,0.38,10,0,normal
TXN003422,MUS0218,2024-07-12 16:47:00,Cuma,16,0,Giyim,Fiziksel Kart,462.63,293.9,57.4,İstanbul,0,0.25,2,0,normal
TXN001431,MUS0763,2024-09-19 11:15:00,Perşembe,11,0,Eğlence,Temassız,835.35,604.91,38.1,Amsterdam,1,0.29,0,0,normal
TXN004450,MUS0498,2024-02-01 16:08:00,Perşembe,16,0,Market,Online,304.7,378.64,-19.5,Konya,0,0.18,0,0,normal
TXN000036,MUS0302,2024-10-13 17:21:00,Pazar,17,0,Market,Fiziksel Kart,414.34,481.75,-14.0,İstanbul,0,1.28,20,0,normal
TXN000853,MUS0438,2024-05-03 11:45:00,Cuma,11,0,Elektronik,Online,130.43,107.62,21.2,Gaziantep,0,0.17,0,0,normal
TXN001716,MUS0272,2024-01-08 08:34:00,Pazartesi,8,0,Döviz,ATM,503.15,701.55,-28.3,Gaziantep,0,0.59,2,0,normal
TXN001628,MUS0353,2024-03-31 20:33:00,Pazar,20,0,Elektronik,Fiziksel Kart,337.58,304.24,11.0,Gaziantep,0,0.38,12,0,normal
TXN001382,MUS0613,2024-05-09 03:44:00,Perşembe,3,1,Elektronik,Online,187.89,156.66,19.9,Mersin,0,0.05,6,0,normal
TXN002595,MUS0781,2024-05-31 22:35:00,Cuma,22,0,Market,Fiziksel Kart,719.89,684.21,5.2,Gaziantep,0,0.43,2,0,normal
TXN001406,MUS0201,2024-10-03 15:53:00,Perşembe,15,0,Elektronik,Fiziksel Kart,668.67,578.13,15.7,Samsun,0,1.57,25,0,normal
TXN001855,MUS0605,2024-06-22 02:33:00,Cumartesi,2,1,Uluslararası,Online,230.79,296.57,-22.2,Adana,0,0.91,9,0,normal
TXN002231,MUS0104,2024-05-01 13:31:00,Çarşamba,13,0,Restoran,Online,199.23,283.63,-29.8,İstanbul,0,0.66,3,0,normal
TXN000655,MUS0442,2024-04-01 00:43:00,Pazartesi,0,1,ATM Nakit,ATM,145.76,101.1,44.2,Konya,0,0.93,6,0,normal
TXN000548,MUS0738,2024-06-15 15:35:00,Cumartesi,15,0,Restoran,Online,528.26,458.21,15.3,Gaziantep,0,0.06,0,0,normal
TXN004198,MUS0033,2024-07-28 06:26:00,Pazar,6,0,Döviz,Online,209.5,566.26,-63.0,Mersin,0,0.05,4,0,normal
TXN003852,MUS0203,2024-04-29 19:36:00,Pazartesi,19,0,Market,Fiziksel Kart,682.5,315.46,116.4,İzmir,0,0.23,11,0,normal
TXN004883,MUS0551,2024-10-17 23:53:00,Perşembe,23,1,Yakıt,Fiziksel Kart,753.51,533.28,41.3,Kayseri,0,0.06,4,0,normal
TXN002510,MUS0249,2024-01-17 02:44:00,Çarşamba,2,1,Market,Telefon,539.24,394.17,36.8,Konya,0,0.2,6,0,normal
TXN004603,MUS0468,2024-03-07 08:09:00,Perşembe,8,0,Elektronik,Temassız,1117.66,669.46,66.9,Antalya,0,0.86,6,0,normal
TXN004652,MUS0184,2024-12-08 13:58:00,Pazar,13,0,Market,Fiziksel Kart,476.38,391.84,21.6,Bursa,0,0.82,10,0,normal
TXN004167,MUS0565,2024-06-11 13:15:00,Salı,13,0,Giyim,Telefon,75.01,92.17,-18.6,Kayseri,0,0.87,18,0,normal
TXN001477,MUS0122,2024-03-14 10:25:00,Perşembe,10,0,Giyim,ATM,869.26,755.65,15.0,Kayseri,0,0.32,3,0,normal
TXN004372,MUS0309,2024-01-30 17:09:00,Salı,17,0,Restoran,ATM,361.36,666.02,-45.7,Samsun,0,1.1,9,0,normal
TXN002784,MUS0370,2024-01-11 02:51:00,Perşembe,2,1,Elektronik,Fiziksel Kart,287.35,254.3,13.0,Eskişehir,0,0.34,0,0,normal
TXN004879,MUS0197,2024-10-18 08:09:00,Cuma,3,1,Online Alışveriş,Online,4409.61,710.27,520.8,Bursa,0,6.9,95,1,gece_islemi
TXN004898,MUS0519,2024-06-18 05:56:00,Salı,5,1,Ulaşım,Online,561.89,499.23,12.6,Antalya,0,0.08,0,0,normal
TXN003566,MUS0020,2024-06-27 00:09:00,Perşembe,0,1,Yakıt,Online,62.42,80.24,-22.2,Samsun,0,0.8,4,0,normal
TXN002783,MUS0739,2024-09-06 19:04:00,Cuma,19,0,Eğlence,Online,197.77,262.94,-24.8,Eskişehir,0,1.61,21,0,normal
TXN003757,MUS0390,2024-09-05 20:36:00,Perşembe,20,0,Yakıt,Online,338.85,285.57,18.7,Antalya,0,0.48,0,0,normal
TXN000099,MUS0476,2024-04-16 23:53:00,Salı,23,1,Uluslararası,Fiziksel Kart,146.37,85.95,70.3,Antalya,0,0.92,5,0,normal
TXN000584,MUS0050,2024-09-10 04:05:00,Salı,4,1,Uluslararası,Online,188.1,119.24,57.7,Antalya,0,0.26,3,0,normal
TXN000874,MUS0683,2024-02-21 18:20:00,Çarşamba,18,0,Elektronik,Online,177.33,377.95,-53.1,Gaziantep,0,0.43,13,0,normal
TXN001495,MUS0409,2024-06-04 22:21:00,Salı,22,0,Restoran,Online,25.98,135.29,-80.8,Kayseri,0,1.23,9,0,normal
TXN002359,MUS0410,2024-05-10 19:41:00,Cuma,19,0,Eğlence,Telefon,142.46,128.02,11.3,Konya,0,0.46,3,0,normal
TXN003859,MUS0787,2024-04-11 00:15:00,Perşembe,0,1,Online Alışveriş,Online,1089.97,551.76,97.5,Mersin,0,0.44,10,0,normal
TXN004506,MUS0003,2024-08-27 08:28:00,Salı,8,0,Online Alışveriş,Online,181.97,150.34,21.0,Ankara,0,0.52,3,0,normal
TXN000749,MUS0290,2024-06-29 16:43:00,Cumartesi,16,0,Restoran,Online,547.88,477.03,14.9,Gaziantep,0,1.34,17,0,normal
TXN002663,MUS0358,2024-12-12 01:01:00,Perşembe,1,1,Yakıt,Fiziksel Kart,390.27,389.52,0.2,Bursa,0,1.05,15,0,normal
TXN003700,MUS0098,2024-05-31 23:26:00,Cuma,23,1,Giyim,Telefon,627.58,533.71,17.6,Adana,0,1.67,22,0,normal
TXN004685,MUS0616,2024-10-31 16:16:00,Perşembe,16,0,Market,Temassız,429.03,490.4,-12.5,Adana,0,2.47,27,0,normal
TXN003306,MUS0492,2024-04-29 04:28:00,Pazartesi,4,1,ATM Nakit,Temassız,356.25,258.21,38.0,İstanbul,0,1.28,16,0,normal
TXN004494,MUS0086,2024-05-08 17:44:00,Çarşamba,17,0,ATM Nakit,Fiziksel Kart,206.3,560.34,-63.2,Ankara,0,0.76,4,0,normal
TXN002053,MUS0479,2024-05-07 20:52:00,Salı,20,0,Elektronik,Fiziksel Kart,468.44,294.1,59.3,Samsun,0,0.89,9,0,normal
TXN004355,MUS0296,2024-02-13 22:00:00,Salı,22,0,Sağlık,Fiziksel Kart,146.03,139.45,4.7,Antalya,0,0.53,11,0,normal
TXN003720,MUS0091,2024-01-18 15:59:00,Perşembe,15,0,Eğlence,Online,289.5,204.48,41.6,Ankara,0,0.64,9,0,normal
TXN001684,MUS0358,2024-11-27 12:03:00,Çarşamba,12,0,Uluslararası,Telefon,301.15,389.52,-22.7,Bursa,0,0.71,9,0,normal
TXN003495,MUS0031,2024-01-16 17:07:00,Salı,17,0,Restoran,Fiziksel Kart,82.69,135.8,-39.1,Kayseri,0,2.13,27,0,normal
TXN000738,MUS0664,2024-08-24 05:22:00,Cumartesi,5,1,Elektronik,Online,823.69,581.08,41.8,Mersin,0,0.15,10,0,normal
TXN002509,MUS0451,2024-11-25 19:41:00,Pazartesi,19,0,Market,Fiziksel Kart,744.97,616.67,20.8,İstanbul,0,0.94,6,0,normal
TXN003305,MUS0729,2024-04-29 17:54:00,Pazartesi,17,0,Döviz,Fiziksel Kart,730.17,713.13,2.4,Samsun,0,0.03,6,0,normal
TXN004078,MUS0124,2024-12-20 03:21:00,Cuma,3,1,Elektronik,Online,656.14,751.07,-12.6,Kayseri,0,1.57,15,0,normal
TXN001335,MUS0044,2024-01-24 14:18:00,Çarşamba,14,0,Yakıt,ATM,122.91,167.48,-26.6,Eskişehir,0,1.73,14,0,normal
TXN003884,MUS0136,2024-09-17 13:55:00,Salı,13,0,Online Alışveriş,Telefon,295.5,497.54,-40.6,Gaziantep,0,0.2,10,0,normal
TXN004632,MUS0457,2024-06-13 07:39:00,Perşembe,7,0,Online Alışveriş,Online,506.14,488.61,3.6,İstanbul,0,0.24,1,0,normal
TXN002410,MUS0463,2024-05-10 17:44:00,Cuma,17,0,Restoran,Online,270.31,195.33,38.4,İstanbul,0,0.1,0,0,normal
TXN003372,MUS0310,2024-02-21 18:57:00,Çarşamba,18,0,Online Alışveriş,Temassız,511.81,620.56,-17.5,Eskişehir,0,0.31,2,0,normal
TXN001489,MUS0666,2024-02-23 23:12:00,Cuma,23,1,Eğlence,Temassız,378.58,520.88,-27.3,Gaziantep,0,0.03,6,0,normal
TXN001981,MUS0444,2024-11-02 07:28:00,Cumartesi,7,0,ATM Nakit,Online,789.73,716.06,10.3,Konya,0,0.22,9,0,normal
TXN001904,MUS0401,2024-07-14 02:09:00,Pazar,2,1,Giyim,Fiziksel Kart,840.36,731.59,14.9,Mersin,0,0.0,5,0,normal
TXN001554,MUS0545,2024-05-20 21:47:00,Pazartesi,21,0,Sağlık,Online,314.61,680.39,-53.8,Ankara,0,0.22,0,0,normal
TXN002785,MUS0445,2024-01-27 17:24:00,Cumartesi,17,0,Döviz,Online,289.02,496.76,-41.8,Gaziantep,0,1.88,22,0,normal
TXN000322,MUS0549,2024-03-08 20:20:00,Cuma,20,0,Online Alışveriş,Temassız,484.11,663.89,-27.1,İstanbul,0,0.39,4,0,normal
TXN004308,MUS0362,2024-02-03 03:59:00,Cumartesi,3,1,Eğlence,Telefon,438.09,392.31,11.7,Samsun,0,0.08,9,0,normal
TXN001080,MUS0468,2024-03-22 13:52:00,Cuma,13,0,Ulaşım,Online,844.32,669.46,26.1,Antalya,0,0.04,0,0,normal
TXN001700,MUS0593,2024-10-21 09:51:00,Pazartesi,9,0,Giyim,Online,140.21,221.51,-36.7,Samsun,0,1.08,18,0,normal
TXN002768,MUS0793,2024-01-17 00:13:00,Çarşamba,0,1,ATM Nakit,Fiziksel Kart,424.52,369.98,14.7,İzmir,0,1.4,19,0,normal
TXN002466,MUS0048,2024-10-23 06:06:00,Çarşamba,6,0,Giyim,Fiziksel Kart,1478.99,484.46,205.3,Gaziantep,0,3.85,80,1,farkli_sehir
TXN004387,MUS0567,2024-06-23 09:49:00,Pazar,9,0,Online Alışveriş,Online,457.4,380.87,20.1,Samsun,0,1.07,19,0,normal
TXN002919,MUS0743,2024-11-16 01:29:00,Cumartesi,1,1,Sağlık,Fiziksel Kart,441.6,514.96,-14.2,İzmir,0,0.71,8,0,normal
TXN003831,MUS0565,2024-06-20 04:36:00,Perşembe,4,1,Restoran,ATM,66.46,92.17,-27.9,Kayseri,0,0.05,0,0,normal
TXN003406,MUS0221,2024-04-05 07:24:00,Cuma,7,0,Sağlık,ATM,168.5,214.37,-21.4,İzmir,0,1.54,24,0,normal
TXN002643,MUS0598,2024-02-17 05:19:00,Cumartesi,5,1,Restoran,Fiziksel Kart,415.61,381.23,9.0,İzmir,0,1.2,22,0,normal
TXN003808,MUS0106,2024-06-05 08:11:00,Çarşamba,8,0,Sağlık,Telefon,671.19,725.34,-7.5,İzmir,0,0.49,10,0,normal
TXN003385,MUS0560,2024-07-19 18:07:00,Cuma,18,0,Eğlence,Fiziksel Kart,171.28,163.62,4.7,Konya,0,0.64,13,0,normal
TXN004402,MUS0416,2024-11-13 11:16:00,Çarşamba,11,0,Sağlık,Fiziksel Kart,727.24,513.6,41.6,Bursa,0,0.1,5,0,normal
TXN002165,MUS0721,2024-12-21 10:45:00,Cumartesi,10,0,Ulaşım,Telefon,491.87,621.68,-20.9,Konya,0,0.24,2,0,normal
TXN004398,MUS0405,2024-03-23 11:23:00,Cumartesi,11,0,Restoran,Temassız,154.15,97.42,58.2,İzmir,0,0.86,17,0,normal
TXN003921,MUS0553,2024-08-13 09:36:00,Salı,9,0,Ulaşım,Online,1009.25,625.21,61.4,Samsun,0,1.27,16,0,normal
TXN003371,MUS0333,2024-05-26 06:24:00,Pazar,6,0,Uluslararası,Online,1135.89,763.32,48.8,İzmir,0,0.2,9,0,normal
TXN003628,MUS0367,2024-04-14 05:58:00,Pazar,5,1,Ulaşım,Fiziksel Kart,802.32,738.16,8.7,Bursa,0,1.98,14,0,normal
TXN004419,MUS0285,2024-01-03 07:18:00,Çarşamba,7,0,Elektronik,Temassız,716.73,517.68,38.5,Samsun,0,0.77,15,0,normal
TXN001579,MUS0742,2024-07-06 00:12:00,Cumartesi,0,1,Uluslararası,Fiziksel Kart,1129.96,784.53,44.0,Samsun,0,0.81,16,0,normal
TXN004989,MUS0607,2024-12-05 04:15:00,Perşembe,4,1,ATM Nakit,Temassız,222.61,228.24,-2.5,Adana,0,0.89,4,0,normal
TXN004236,MUS0763,2024-09-03 11:06:00,Salı,11,0,ATM Nakit,Temassız,173.56,604.91,-71.3,Kayseri,0,1.2,9,0,normal
TXN002061,MUS0492,2024-05-12 23:11:00,Pazar,23,1,Eğlence,Online,229.27,258.21,-11.2,İstanbul,0,1.32,23,0,normal
TXN001606,MUS0212,2024-08-11 22:00:00,Pazar,22,0,Döviz,Temassız,67.64,557.72,-87.9,Antalya,0,2.25,30,0,normal
TXN001773,MUS0223,2024-10-27 17:18:00,Pazar,17,0,Uluslararası,Temassız,301.35,317.03,-4.9,Eskişehir,0,1.15,18,0,normal
TXN004734,MUS0519,2024-02-22 18:47:00,Perşembe,18,0,Restoran,Telefon,583.12,499.23,16.8,Antalya,0,1.23,11,0,normal
TXN001364,MUS0123,2024-12-17 17:34:00,Salı,17,0,Restoran,Temassız,510.67,407.08,25.4,Adana,0,0.58,4,0,normal
TXN001548,MUS0648,2024-11-29 03:05:00,Cuma,3,1,Yakıt,Fiziksel Kart,48.03,129.1,-62.8,İzmir,0,1.65,17,0,normal
TXN003931,MUS0032,2024-02-15 18:13:00,Perşembe,18,0,Sağlık,Fiziksel Kart,233.44,253.2,-7.8,Gaziantep,0,0.98,5,0,normal
TXN000189,MUS0350,2024-03-31 10:15:00,Pazar,10,0,Uluslararası,Online,481.82,611.5,-21.2,Bursa,0,0.88,17,0,normal
TXN004788,MUS0450,2024-11-12 07:46:00,Salı,7,0,Market,Online,417.98,648.42,-35.5,Kayseri,0,0.48,10,0,normal
TXN000834,MUS0085,2024-11-24 10:37:00,Pazar,10,0,Restoran,Fiziksel Kart,443.74,393.49,12.8,Eskişehir,0,0.76,12,0,normal
TXN002272,MUS0698,2024-09-15 02:45:00,Pazar,2,1,Giyim,Online,275.35,405.26,-32.1,Ankara,0,1.34,8,0,normal
TXN003393,MUS0652,2024-12-14 14:24:00,Cumartesi,14,0,Döviz,Fiziksel Kart,730.19,255.88,185.4,Amsterdam,1,6.73,98,1,yurtdisi_anomali
TXN004645,MUS0226,2024-03-29 01:06:00,Cuma,1,1,Restoran,Fiziksel Kart,640.29,529.14,21.0,İzmir,0,0.4,7,0,normal
TXN000858,MUS0199,2024-12-18 04:59:00,Çarşamba,4,1,Ulaşım,Fiziksel Kart,336.06,464.63,-27.7,Gaziantep,0,0.53,1,0,normal
TXN004676,MUS0765,2024-04-28 16:04:00,Pazar,16,0,Elektronik,Online,709.07,612.34,15.8,Adana,0,1.7,12,0,normal
TXN004447,MUS0421,2024-05-09 07:29:00,Perşembe,7,0,Döviz,Temassız,474.31,473.48,0.2,New York,1,0.66,1,0,normal
TXN001629,MUS0461,2024-08-17 17:46:00,Cumartesi,17,0,Elektronik,Online,192.38,177.12,8.6,Antalya,0,0.73,13,0,normal
TXN003762,MUS0417,2024-12-19 16:01:00,Perşembe,16,0,Online Alışveriş,Temassız,499.21,513.39,-2.8,Gaziantep,0,1.12,17,0,normal
TXN000159,MUS0531,2024-08-12 04:31:00,Pazartesi,4,1,Giyim,Fiziksel Kart,106.72,398.37,-73.2,Ankara,0,1.46,12,0,normal
TXN000768,MUS0130,2024-08-05 03:08:00,Pazartesi,3,1,Eğlence,Temassız,386.46,493.83,-21.7,Samsun,0,0.63,7,0,normal
TXN002693,MUS0644,2024-01-24 18:31:00,Çarşamba,18,0,Ulaşım,Fiziksel Kart,575.02,275.12,109.0,Eskişehir,0,3.79,81,1,farkli_sehir
TXN002222,MUS0360,2024-04-27 20:39:00,Cumartesi,20,0,Giyim,Temassız,257.2,227.32,13.1,Samsun,0,0.08,0,0,normal
TXN003274,MUS0269,2024-04-09 19:34:00,Salı,19,0,Yakıt,Temassız,690.54,480.93,43.6,Bursa,0,1.22,15,0,normal
TXN003737,MUS0691,2024-10-22 12:02:00,Salı,12,0,Market,Fiziksel Kart,377.89,797.68,-52.6,Ankara,0,0.36,13,0,normal
TXN004061,MUS0064,2024-12-07 16:30:00,Cumartesi,16,0,Ulaşım,Online,547.19,723.51,-24.4,Kayseri,0,0.03,5,0,normal
TXN004029,MUS0569,2024-11-02 15:57:00,Cumartesi,15,0,Online Alışveriş,Fiziksel Kart,89.76,159.84,-43.8,İzmir,0,1.63,24,0,normal
TXN002962,MUS0234,2024-06-15 05:51:00,Cumartesi,5,1,Restoran,ATM,137.57,114.94,19.7,İstanbul,0,0.34,0,0,normal
TXN002929,MUS0521,2024-02-24 14:36:00,Cumartesi,14,0,Online Alışveriş,Fiziksel Kart,190.89,370.34,-48.5,Bangkok,1,0.42,0,0,normal
TXN001359,MUS0438,2024-10-03 06:33:00,Perşembe,6,0,Eğlence,Online,45.29,107.62,-57.9,Gaziantep,0,1.84,21,0,normal
TXN003823,MUS0768,2024-03-18 20:00:00,Pazartesi,20,0,Uluslararası,Telefon,633.38,488.79,29.6,İzmir,0,1.01,10,0,normal
TXN003288,MUS0399,2024-02-11 18:42:00,Pazar,18,0,Elektronik,Fiziksel Kart,248.12,308.66,-19.6,İzmir,0,0.75,5,0,normal
TXN000741,MUS0170,2024-01-07 09:20:00,Pazar,9,0,Sağlık,Online,188.15,169.07,11.3,İzmir,0,0.36,7,0,normal
TXN003576,MUS0299,2024-05-02 07:27:00,Perşembe,7,0,Yakıt,Temassız,194.31,398.01,-51.2,Konya,0,1.25,10,0,normal
TXN003937,MUS0237,2024-09-03 04:53:00,Salı,4,1,Sağlık,Fiziksel Kart,521.45,500.17,4.3,Gaziantep,0,0.29,0,0,normal
TXN004515,MUS0152,2024-06-27 14:58:00,Perşembe,14,0,Yakıt,Fiziksel Kart,679.93,627.36,8.4,Ankara,0,0.77,11,0,normal
TXN000903,MUS0583,2024-05-07 16:46:00,Salı,16,0,Ulaşım,Temassız,938.49,682.61,37.5,Samsun,0,0.45,8,0,normal
TXN000747,MUS0635,2024-05-26 16:45:00,Pazar,16,0,Yakıt,ATM,932.91,667.75,39.7,İzmir,0,0.18,9,0,normal
TXN001563,MUS0411,2024-01-14 22:05:00,Pazar,22,0,Eğlence,Fiziksel Kart,596.04,481.79,23.7,Eskişehir,0,0.25,10,0,normal
TXN002234,MUS0430,2024-07-02 19:50:00,Salı,19,0,Yakıt,Online,290.08,781.17,-62.9,Adana,0,0.41,10,0,normal
TXN001357,MUS0288,2024-03-01 19:23:00,Cuma,19,0,Giyim,Telefon,449.46,533.4,-15.7,Gaziantep,0,2.11,21,0,normal
TXN002221,MUS0475,2024-09-22 18:53:00,Pazar,18,0,ATM Nakit,Fiziksel Kart,292.96,347.41,-15.7,İstanbul,0,0.07,0,0,normal
TXN004927,MUS0127,2024-09-30 06:45:00,Pazartesi,6,0,Ulaşım,Online,699.8,564.51,24.0,Konya,0,0.84,18,0,normal
TXN000271,MUS0573,2024-12-06 11:58:00,Cuma,11,0,Elektronik,Online,590.65,471.06,25.4,İstanbul,0,0.28,2,0,normal
TXN000517,MUS0777,2024-12-28 19:40:00,Cumartesi,19,0,Market,Fiziksel Kart,368.12,308.55,19.3,İstanbul,0,0.18,6,0,normal
TXN003085,MUS0193,2024-08-31 22:00:00,Cumartesi,22,0,Yakıt,Online,452.15,422.78,6.9,Konya,0,0.11,9,0,normal
TXN003446,MUS0174,2024-10-06 21:41:00,Pazar,21,0,Giyim,Online,913.22,620.27,47.2,Gaziantep,0,0.78,9,0,normal
