musteri_id,yas,sehir,segment,egitim_duzeyi,meslek,ana_urun,aylik_gelir_tl,banka_bakiyesi_tl,kredi_skoru,kredi_tutari_tl,npl_flag,dijital_kullanim_skoru,uyelik_ay,son_3ay_islem_sayisi
MUS0214,36,İstanbul,Bireysel,Üniversite,Esnaf,Yatırım Hesabı,20706,76720.86,538,0,0,89,77,0
MUS0215,48,Ankara,Bireysel,Üniversite,Esnaf,Konut Kredisi,25107,63584.11,524,547725.42,0,89,51,10
MUS0216,43,Bursa,KOBİ,İlkokul,Emekli,Konut Kredisi,16956,79663.85,521,96113.85,1,50,89,17
MUS0217,37,Adana,Bireysel,Lise,Emekli,Yatırım Hesabı,15239,74602.44,713,0,0,76,1,28
MUS0218,28,Kayseri,Bireysel,Lise,Esnaf,Yatırım Hesabı,21475,90984.28,638,102755.1,0,100,35,18
MUS0219,64,Ankara,Bireysel,Üniversite,Serbest Meslek,Konut Kredisi,20241,84061.71,720,0,0,58,20,40
MUS0220,50,Ankara,KOBİ,Lise,Emekli,Vadesiz Mevduat,52821,414637.07,635,0,0,58,37,19
MUS0221,43,İstanbul,KOBİ,Üniversite,Serbest Meslek,Kredi Kartı,63922,245793.96,675,2075275.18,0,69,32,14
MUS0222,49,Kayseri,Bireysel,Üniversite,Emekli,Yatırım Hesabı,38622,209917.69,558,188276.79,0,65,46,25
MUS0223,44,Antalya,Bireysel,Lise,Akademisyen,Konut Kredisi,20461,127576.08,594,0,0,73,89,10
MUS0224,52,İstanbul,Bireysel,Üniversite,Çalışan,Konut Kredisi,24939,94262.63,512,0,0,77,31,17
MUS0225,24,Adana,Bireysel,Üniversite,Serbest Meslek,Yatırım Hesabı,31710,152933.88,618,0,0,100,74,14
MUS0226,20,Ankara,Bireysel,Lise,Serbest Meslek,Konut Kredisi,23401,50603.66,627,467138.96,0,91,13,13
MUS0227,40,Ankara,Bireysel,Lisansüstü,Emekli,Yatırım Hesabı,60249,280897.21,630,557900.95,0,97,31,24
MUS0228,41,Konya,KOBİ,Lise,Serbest Meslek,Konut Kredisi,38736,135632.06,757,729909.18,0,53,128,30
MUS0229,45,Konya,Bireysel,Lise,Memur,Yatırım Hesabı,22957,132163.79,606,0,0,76,139,15
MUS0230,35,İzmir,Bireysel,Ortaokul,Esnaf,Yatırım Hesabı,11543,54133.47,743,271490.38,0,50,64,19
MUS0231,36,Bursa,Bireysel,Lise,Emekli,Vadesiz Mevduat,19176,137951.17,662,0,0,93,94,32
MUS0232,38,Antalya,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,28429,197849.34,692,695844.06,0,94,70,40
MUS0233,37,İstanbul,Bireysel,Lise,Akademisyen,Vadesiz Mevduat,14347,45110.48,539,0,0,93,118,26
MUS0234,45,Bursa,Bireysel,Üniversite,Esnaf,Kredi Kartı,24202,135516.07,656,0,0,93,51,9
MUS0235,45,Ankara,Bireysel,Lisansüstü,Esnaf,İhtiyaç Kredisi,60777,48710.34,666,1080937.28,0,93,56,34
MUS0236,36,İstanbul,Bireysel,Lisansüstü,Çalışan,Konut Kredisi,58672,381251.31,518,1493224.24,0,100,166,3
MUS0237,18,Adana,KOBİ,Üniversite,Serbest Meslek,Vadesiz Mevduat,95600,356587.39,769,0,0,100,5,23
MUS0238,36,İzmir,Bireysel,Ortaokul,Esnaf,İhtiyaç Kredisi,13748,15788.75,596,345088.7,1,53,1,28
MUS0239,40,Gaziantep,Bireysel,Lise,Memur,Konut Kredisi,17521,65513.49,645,0,0,58,66,13
MUS0240,56,Kayseri,KOBİ,Üniversite,Akademisyen,Yatırım Hesabı,82422,331045.65,814,0,0,47,132,0
MUS0241,29,İzmir,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,32420,110969.18,527,0,0,91,104,24
MUS0242,19,Bursa,Bireysel,Ortaokul,Emekli,Yatırım Hesabı,14272,43524.61,543,226580.12,0,73,71,21
MUS0243,46,Mersin,Bireysel,Üniversite,Esnaf,Yatırım Hesabı,42938,249420.86,618,836921.82,0,93,32,12
MUS0244,53,Ankara,KOBİ,Ortaokul,Akademisyen,Kredi Kartı,26502,42530.89,516,406449.45,0,56,1,23
MUS0245,52,Antalya,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,26182,16715.71,657,0,0,84,103,42
MUS0246,31,Konya,KOBİ,Üniversite,Esnaf,Yatırım Hesabı,81430,469023.16,664,0,0,88,101,10
MUS0247,55,İzmir,Özel Bankacılık,Üniversite,Serbest Meslek,Kredi Kartı,189901,496615.89,900,0,0,52,104,18
MUS0248,33,Antalya,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,18080,101564.92,565,0,0,74,120,7
MUS0249,31,Bursa,Bireysel,Lise,Akademisyen,Konut Kredisi,6780,41470.28,632,0,0,87,125,9
MUS0250,27,Mersin,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,21265,4993.1,400,309072.96,1,100,101,25
MUS0251,43,Antalya,KOBİ,Üniversite,Serbest Meslek,Vadesiz Mevduat,59961,146450.92,670,0,0,75,149,36
MUS0252,40,Kayseri,KOBİ,Lise,Esnaf,Konut Kredisi,36148,89374.47,672,0,0,56,1,40
MUS0253,48,Konya,KOBİ,Üniversite,Akademisyen,Konut Kredisi,66799,99244.71,583,0,0,59,63,29
MUS0254,51,İzmir,Bireysel,Üniversite,Memur,İhtiyaç Kredisi,31838,123981.63,676,0,0,89,73,25
MUS0255,40,Mersin,Bireysel,Üniversite,Çalışan,İhtiyaç Kredisi,32822,50908.08,722,772855.88,0,55,61,30
MUS0256,54,Bursa,Bireysel,Üniversite,Çalışan,Konut Kredisi,24037,209555.04,553,0,0,59,72,4
MUS0257,42,Bursa,Bireysel,Lisansüstü,Esnaf,Yatırım Hesabı,59703,326913.42,615,0,0,94,96,21
MUS0258,39,Kayseri,KOBİ,Üniversite,Emekli,İhtiyaç Kredisi,106735,551106.35,789,0,0,99,131,48
MUS0259,50,Ankara,Bireysel,Lise,Akademisyen,Kredi Kartı,13742,82087.12,651,0,0,89,59,4
MUS0260,19,Konya,Bireysel,Üniversite,Memur,Vadesiz Mevduat,35048,159684.91,571,0,0,100,113,15
MUS0261,25,Adana,Bireysel,İlkokul,Akademisyen,Vadesiz Mevduat,7253,11079.84,437,0,0,62,54,27
MUS0262,39,Ankara,Bireysel,Lise,Emekli,İhtiyaç Kredisi,11722,67995.81,467,229838.13,0,78,14,28
MUS0263,40,Adana,Özel Bankacılık,Lisansüstü,Memur,Yatırım Hesabı,307161,988454.22,900,6360354.29,0,95,88,20
MUS0264,22,Kayseri,Özel Bankacılık,Ortaokul,Serbest Meslek,Kredi Kartı,49801,148252.39,697,0,0,91,147,28
MUS0265,41,Kayseri,Bireysel,Ortaokul,Akademisyen,Vadesiz Mevduat,14387,0,479,219028.46,0,51,100,25
MUS0266,22,Antalya,Bireysel,Üniversite,Serbest Meslek,Yatırım Hesabı,23334,120747.88,542,485473.56,0,73,64,33
MUS0267,36,Konya,Bireysel,Üniversite,Çalışan,Konut Kredisi,30353,106092.27,570,782723.39,0,57,65,5
MUS0268,28,Kayseri,KOBİ,Üniversite,Esnaf,Yatırım Hesabı,80843,493679.53,625,2186203.65,0,91,49,28
MUS0269,51,Antalya,KOBİ,Ortaokul,Esnaf,Yatırım Hesabı,30458,166741.44,630,0,0,75,63,22
MUS0270,35,Mersin,Bireysel,Üniversite,Serbest Meslek,İhtiyaç Kredisi,32398,122650.38,602,395448.76,0,77,21,25
MUS0271,30,İstanbul,KOBİ,Lisansüstü,Çalışan,Vadesiz Mevduat,108370,181407.14,813,507018.69,0,100,134,10
MUS0272,55,Gaziantep,Bireysel,Lisansüstü,Serbest Meslek,Yatırım Hesabı,29749,180172.67,553,0,0,97,171,23
MUS0273,46,Kayseri,Bireysel,Üniversite,Serbest Meslek,Kredi Kartı,37873,143736.95,592,863052.28,0,55,39,23
MUS0274,36,İstanbul,KOBİ,Lise,Serbest Meslek,Yatırım Hesabı,36096,0,594,977382.12,0,100,1,39
MUS0275,31,Antalya,KOBİ,Lisansüstü,Serbest Meslek,İhtiyaç Kredisi,95567,248644.92,723,2351089.54,0,100,30,11
MUS0276,37,Konya,Bireysel,Üniversite,Memur,Kredi Kartı,33320,213892.51,614,0,0,73,1,16
MUS0277,37,Kayseri,Bireysel,Üniversite,Memur,Vadesiz Mevduat,25273,104066.44,469,0,0,67,82,4
MUS0278,54,İstanbul,Bireysel,Üniversite,Emekli,Kredi Kartı,26104,110093.39,550,0,0,94,21,10
MUS0279,36,Ankara,KOBİ,Lise,Esnaf,İhtiyaç Kredisi,39539,166428.09,614,673934.48,0,68,95,26
MUS0280,30,Mersin,Bireysel,Lise,Esnaf,İhtiyaç Kredisi,11175,32546.35,626,196514.96,0,71,61,9
MUS0281,36,Gaziantep,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,29865,54491.26,580,402759.96,0,75,123,15
MUS0282,24,İstanbul,Özel Bankacılık,Üniversite,Serbest Meslek,İhtiyaç Kredisi,192987,586586.86,900,3902163.24,0,62,164,11
MUS0283,32,İzmir,Bireysel,Üniversite,Emekli,Vadesiz Mevduat,33933,230462.13,617,400629.28,0,77,68,23
MUS0284,44,İzmir,Bireysel,Ortaokul,Çalışan,İhtiyaç Kredisi,9821,54987.99,488,0,0,49,90,24
MUS0285,35,Mersin,KOBİ,Lise,Çalışan,Kredi Kartı,34757,221229.74,558,515520.83,1,79,40,49
MUS0286,31,Kayseri,Özel Bankacılık,Üniversite,Esnaf,Konut Kredisi,246938,295777.88,553,0,0,100,59,6
MUS0287,45,Bursa,Bireysel,Üniversite,Serbest Meslek,Konut Kredisi,22839,113648.54,478,348048.81,0,57,119,13
MUS0288,54,Bursa,Bireysel,Lisansüstü,Çalışan,Kredi Kartı,78646,236801.11,808,1018981.81,0,82,48,24
MUS0289,50,Ankara,Bireysel,Ortaokul,Memur,İhtiyaç Kredisi,7379,13064.0,556,128352.24,0,10,78,41
MUS0290,27,Kayseri,Özel Bankacılık,Lise,Serbest Meslek,Yatırım Hesabı,112839,650210.25,575,3024027.27,0,98,8,16
MUS0291,43,İstanbul,Bireysel,İlkokul,Serbest Meslek,İhtiyaç Kredisi,6140,19250.15,515,85730.26,0,29,83,12
MUS0292,52,Adana,KOBİ,Lise,Emekli,Konut Kredisi,24870,119206.02,738,0,0,59,56,0
MUS0293,40,Bursa,KOBİ,Ortaokul,Akademisyen,Kredi Kartı,26587,81175.15,617,0,0,49,28,16
MUS0294,54,İstanbul,KOBİ,Lise,Akademisyen,Kredi Kartı,371816,5895267.09,580,1176466.91,0,48,119,30
MUS0295,38,Bursa,Özel Bankacılık,Üniversite,Akademisyen,Yatırım Hesabı,185769,1318566.87,838,5099157.7,0,94,41,18
MUS0296,58,Adana,Bireysel,Lise,Esnaf,Yatırım Hesabı,8273,53407.98,661,177874.7,0,52,8,2
MUS0297,57,Mersin,Özel Bankacılık,Üniversite,Emekli,İhtiyaç Kredisi,193841,1435792.57,900,4291220.24,0,68,38,17
MUS0298,45,İstanbul,Bireysel,İlkokul,Emekli,Yatırım Hesabı,8094,25656.43,566,0,0,56,103,15
MUS0299,53,İzmir,Bireysel,Ortaokul,Serbest Meslek,Vadesiz Mevduat,12741,94840.87,514,393390.35,0,26,149,43
MUS0300,26,Konya,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,359276,0.0,549,649386.19,0,99,48,25
MUS0301,54,Antalya,Bireysel,Üniversite,Memur,İhtiyaç Kredisi,26647,163040.99,630,482667.49,0,72,19,30
MUS0302,56,Gaziantep,Bireysel,Üniversite,Serbest Meslek,Konut Kredisi,36020,15542.82,633,0,0,65,36,13
MUS0303,30,Ankara,Bireysel,Lise,Çalışan,Vadesiz Mevduat,13114,24887.82,534,381128.53,1,97,90,24
MUS0304,47,İstanbul,KOBİ,Lise,Serbest Meslek,Vadesiz Mevduat,28741,117084.7,561,0,0,91,1,26
MUS0305,34,İzmir,KOBİ,Ortaokul,Emekli,Vadesiz Mevduat,25055,130361.22,545,992543.0,0,70,1,43
MUS0306,37,Bursa,Özel Bankacılık,Üniversite,Memur,Yatırım Hesabı,123417,11020.25,900,0,0,97,137,21
MUS0307,26,Antalya,Bireysel,Lise,Memur,Kredi Kartı,21906,82251.59,547,0,0,84,30,15
MUS0308,53,Mersin,Özel Bankacılık,Üniversite,Emekli,Yatırım Hesabı,213882,859570.97,900,0,0,50,179,22
MUS0309,37,Kayseri,Bireysel,Üniversite,Serbest Meslek,İhtiyaç Kredisi,32765,315298.84,635,0,0,59,42,24
MUS0310,37,İzmir,Bireysel,Lise,Memur,İhtiyaç Kredisi,11344,19987.27,536,0,0,61,60,0
MUS0311,46,İzmir,KOBİ,Ortaokul,Serbest Meslek,İhtiyaç Kredisi,334417,2346707.33,603,0,0,57,49,27
MUS0312,48,Ankara,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,42684,175611.18,599,514321.21,0,82,64,18
MUS0313,54,İstanbul,Bireysel,Lise,Emekli,Kredi Kartı,22084,121721.56,515,356600.31,0,49,57,19
MUS0314,43,Konya,Bireysel,Lisansüstü,Memur,İhtiyaç Kredisi,49458,0,581,467659.1,0,100,70,25
MUS0315,39,Bursa,Bireysel,Lisansüstü,Memur,Vadesiz Mevduat,34923,171387.57,702,504829.96,0,81,52,24
MUS0316,45,Konya,Bireysel,Üniversite,Emekli,Vadesiz Mevduat,34918,88039.09,665,930720.81,0,77,13,55
MUS0317,42,Gaziantep,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,323873,748279.89,702,0,0,69,112,22
MUS0318,41,Antalya,Bireysel,İlkokul,Serbest Meslek,Kredi Kartı,8309,30495.09,616,58080.51,0,19,34,23
MUS0319,44,Adana,Bireysel,Lisansüstü,Serbest Meslek,Kredi Kartı,54453,309778.94,567,737923.37,1,76,121,0
MUS0320,43,Ankara,KOBİ,Üniversite,Çalışan,Vadesiz Mevduat,62875,87904.99,699,0,0,82,20,40
MUS0321,30,Bursa,KOBİ,Üniversite,Esnaf,Vadesiz Mevduat,45123,284212.15,646,517399.97,0,84,113,36
MUS0322,22,Mersin,Özel Bankacılık,Üniversite,Memur,Kredi Kartı,182791,929012.88,900,3235987.29,0,77,30,29
MUS0323,37,Konya,KOBİ,Üniversite,Emekli,İhtiyaç Kredisi,55308,86627.19,561,1685468.0,0,95,90,19
MUS0324,30,Adana,Bireysel,Lise,Çalışan,Yatırım Hesabı,10333,50646.98,609,0,0,86,8,0
MUS0325,51,İzmir,Bireysel,Üniversite,Memur,Vadesiz Mevduat,29560,74215.3,592,0,0,67,61,32
MUS0326,45,Konya,Bireysel,İlkokul,Serbest Meslek,Yatırım Hesabı,10931,43785.55,474,0,0,71,68,16
MUS0327,31,Antalya,Bireysel,Lise,Çalışan,Kredi Kartı,271089,409893.59,675,432578.58,0,75,165,9
MUS0328,21,Gaziantep,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,38529,103723.86,554,617707.61,0,75,43,48
MUS0329,48,İzmir,Bireysel,İlkokul,Akademisyen,Konut Kredisi,6748,36023.99,795,117697.3,0,44,119,58
MUS0330,41,Bursa,Özel Bankacılık,Lise,Emekli,Kredi Kartı,112568,566069.76,877,0,0,66,77,30
MUS0331,43,Mersin,Özel Bankacılık,Lise,Esnaf,Kredi Kartı,104206,55399.71,721,0,0,61,141,15
MUS0332,41,İzmir,Özel Bankacılık,Üniversite,Esnaf,Kredi Kartı,126359,799493.98,836,2113414.16,0,77,1,31
MUS0333,33,Antalya,Bireysel,Lise,Serbest Meslek,Vadesiz Mevduat,18842,81755.28,678,0,0,75,22,11
MUS0334,25,Ankara,Bireysel,Üniversite,Emekli,Kredi Kartı,29820,105635.8,498,0,0,85,73,23
MUS0335,44,Antalya,Bireysel,Lisansüstü,Serbest Meslek,Kredi Kartı,55298,180327.84,871,0,0,64,29,22
MUS0336,39,Gaziantep,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,21147,135703.83,545,214141.08,1,64,113,30
MUS0337,28,Bursa,KOBİ,Üniversite,Emekli,Vadesiz Mevduat,57538,205212.96,616,721159.17,0,99,23,25
MUS0338,53,Kayseri,Bireysel,Lisansüstü,Emekli,İhtiyaç Kredisi,65464,336061.11,796,0,0,62,58,20
MUS0339,44,Bursa,KOBİ,Lisansüstü,Memur,Konut Kredisi,97438,641605.54,735,0,0,75,135,32
MUS0340,53,Gaziantep,Bireysel,Üniversite,Esnaf,Yatırım Hesabı,27273,40853.29,717,0,0,51,43,36
MUS0341,61,Gaziantep,KOBİ,Lise,Akademisyen,İhtiyaç Kredisi,37790,197467.72,824,222909.53,0,72,76,0
MUS0342,42,Bursa,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,26907,119339.91,553,389449.06,0,54,40,28
MUS0343,44,İstanbul,Bireysel,Üniversite,Esnaf,Konut Kredisi,28118,133504.99,805,958965.87,0,66,8,8
MUS0344,35,Adana,KOBİ,Lisansüstü,Memur,Konut Kredisi,86770,679408.22,765,0,0,68,121,27
MUS0345,36,Adana,KOBİ,Üniversite,Esnaf,Kredi Kartı,40315,262119.84,698,0,0,100,67,11
MUS0346,18,Mersin,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,18800,51306.87,636,246605.25,0,72,73,28
MUS0347,36,Ankara,Bireysel,İlkokul,Akademisyen,Vadesiz Mevduat,7871,20786.11,489,98488.48,0,58,40,10
MUS0348,27,Antalya,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,36117,187123.21,507,0,0,100,87,15
MUS0349,25,Konya,Özel Bankacılık,Lisansüstü,Memur,Kredi Kartı,288444,1711226.01,900,5697576.85,0,83,92,13
MUS0350,49,Kayseri,Bireysel,İlkokul,Esnaf,Konut Kredisi,5000,3983.43,740,202511.53,0,53,106,8
MUS0351,41,Antalya,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,237309,1657009.36,559,0,0,75,127,27
MUS0352,52,Konya,Bireysel,Lisansüstü,Serbest Meslek,Kredi Kartı,44825,266266.76,706,586721.72,0,100,150,0
MUS0353,38,Gaziantep,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,50880,209618.0,600,411307.27,0,100,88,16
MUS0354,33,Bursa,Bireysel,Lise,Serbest Meslek,Konut Kredisi,17210,98598.29,527,334689.08,0,98,78,13
MUS0355,41,İzmir,Bireysel,Lisansüstü,Çalışan,Yatırım Hesabı,55206,263251.5,601,731373.77,0,64,85,25
MUS0356,44,Mersin,Bireysel,Lisansüstü,Akademisyen,İhtiyaç Kredisi,44365,126195.43,692,0,0,62,1,15
MUS0357,50,İzmir,Bireysel,Ortaokul,Akademisyen,İhtiyaç Kredisi,13780,26173.9,484,306133.27,0,51,69,33
MUS0358,37,Adana,Özel Bankacılık,Üniversite,Çalışan,İhtiyaç Kredisi,151297,867259.4,900,0,0,81,115,9
MUS0359,35,Ankara,KOBİ,Lise,Akademisyen,Vadesiz Mevduat,43460,70403.75,553,0,0,85,1,12
MUS0360,45,Mersin,Bireysel,Lise,Emekli,Yatırım Hesabı,11413,48575.55,694,313661.71,0,59,27,14
MUS0361,27,İzmir,KOBİ,Lise,Emekli,Vadesiz Mevduat,29139,27850.94,491,473599.37,0,78,112,34
MUS0362,37,İzmir,KOBİ,Üniversite,Emekli,Yatırım Hesabı,92452,251185.1,740,0,0,76,153,10
MUS0363,18,Adana,KOBİ,Lisansüstü,Esnaf,Vadesiz Mevduat,87832,215992.58,765,456902.44,0,100,71,0
MUS0364,29,İstanbul,Bireysel,Lise,Akademisyen,Yatırım Hesabı,14279,72524.09,492,332241.61,0,71,76,1
MUS0365,60,İzmir,Bireysel,Ortaokul,Memur,Vadesiz Mevduat,16625,120861.7,498,0,1,56,1,36
MUS0366,30,Konya,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,135423,1719128.88,565,464403.43,0,87,35,36
MUS0367,34,Mersin,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,39152,255474.42,838,0,0,82,53,23
MUS0368,35,Konya,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,19744,31231.43,520,0,0,83,70,0
MUS0369,49,Adana,Bireysel,Lisansüstü,Çalışan,Konut Kredisi,67598,451386.04,641,0,0,72,67,38
MUS0370,40,Antalya,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,33635,3253.32,605,752479.9,0,91,95,22
MUS0371,40,İzmir,Bireysel,Üniversite,Çalışan,Kredi Kartı,43945,18954.96,645,0,0,78,88,39
MUS0372,64,Gaziantep,Bireysel,Üniversite,Serbest Meslek,İhtiyaç Kredisi,29181,81811.02,514,314830.48,0,64,57,8
MUS0373,45,Kayseri,Özel Bankacılık,Lise,Akademisyen,İhtiyaç Kredisi,75070,313648.1,712,0,0,66,3,27
MUS0374,54,İstanbul,Bireysel,Ortaokul,Esnaf,Konut Kredisi,10959,81549.99,516,192988.65,0,57,7,35
MUS0375,25,Mersin,KOBİ,Üniversite,Esnaf,Konut Kredisi,9773,37988.42,544,249166.19,0,100,54,11
MUS0376,58,İstanbul,Bireysel,İlkokul,Memur,Vadesiz Mevduat,6677,43455.64,424,0,0,35,48,25
MUS0377,37,Mersin,KOBİ,Üniversite,Serbest Meslek,Vadesiz Mevduat,60931,155952.98,476,0,0,91,106,17
MUS0378,43,Adana,Özel Bankacılık,Lise,Memur,Konut Kredisi,63858,233122.75,702,0,0,68,123,0
MUS0379,43,Konya,Bireysel,Ortaokul,Esnaf,İhtiyaç Kredisi,13020,88736.74,684,148176.28,0,49,56,0
MUS0380,50,İstanbul,Bireysel,Üniversite,Çalışan,Kredi Kartı,23977,0,526,0,0,65,20,22
MUS0381,63,Ankara,KOBİ,Üniversite,Memur,İhtiyaç Kredisi,55617,79413.01,712,0,0,49,128,8
MUS0382,51,Kayseri,Bireysel,Lisansüstü,Çalışan,Vadesiz Mevduat,70120,81251.23,692,0,0,87,141,18
MUS0383,56,Ankara,Bireysel,Üniversite,Çalışan,İhtiyaç Kredisi,36475,142211.54,605,582610.5,0,49,127,27
MUS0384,36,Konya,Bireysel,Lisansüstü,Memur,Vadesiz Mevduat,67683,245726.21,591,843987.84,0,75,112,11
MUS0385,34,Ankara,Bireysel,İlkokul,Serbest Meslek,İhtiyaç Kredisi,5770,26155.19,531,0,0,63,93,31
MUS0386,45,İzmir,Bireysel,Üniversite,Memur,Vadesiz Mevduat,39117,225619.84,610,629046.89,0,90,4,17
MUS0387,45,Adana,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,23215,69683.83,632,488376.48,0,62,55,25
MUS0388,40,Mersin,KOBİ,Lise,Serbest Meslek,Vadesiz Mevduat,43145,148284.15,812,0,0,73,39,16
MUS0389,32,Konya,KOBİ,Üniversite,Serbest Meslek,Kredi Kartı,47451,0,721,0,0,97,79,0
MUS0390,42,Adana,KOBİ,Lise,Esnaf,Kredi Kartı,52055,493836.88,762,0,0,67,128,20
MUS0391,47,Bursa,Bireysel,Lise,Serbest Meslek,Vadesiz Mevduat,10138,63102.78,560,170902.67,0,62,60,34
MUS0392,48,Konya,KOBİ,İlkokul,Akademisyen,Vadesiz Mevduat,16106,72631.79,502,452738.62,0,30,57,29
MUS0393,40,Ankara,Bireysel,Lise,Memur,Kredi Kartı,7126,21364.06,598,8943.61,0,75,119,16
MUS0394,40,Bursa,Bireysel,Üniversite,Çalışan,Kredi Kartı,31972,80746.92,580,315493.17,0,85,79,31
MUS0395,45,Mersin,KOBİ,Lisansüstü,Esnaf,Yatırım Hesabı,108801,592258.04,699,0,0,59,22,18
MUS0396,61,Adana,Bireysel,Lise,Serbest Meslek,Yatırım Hesabı,29279,74163.67,711,381668.2,0,53,15,11
MUS0397,47,Ankara,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,28671,111426.56,592,0,0,72,55,11
MUS0398,43,Mersin,KOBİ,İlkokul,Emekli,İhtiyaç Kredisi,19070,0,471,494221.0,0,29,1,44
MUS0399,52,Gaziantep,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,14555,44576.18,604,0,0,66,70,17
MUS0400,33,İstanbul,Bireysel,Ortaokul,Çalışan,İhtiyaç Kredisi,9662,49833.69,640,160694.48,0,57,73,27
MUS0401,42,Mersin,Özel Bankacılık,Lisansüstü,Akademisyen,Kredi Kartı,135467,293890.45,900,2117421.51,0,87,17,26
MUS0402,31,Kayseri,Bireysel,Üniversite,Esnaf,Konut Kredisi,32562,83850.31,482,0,0,96,51,25
MUS0403,38,Ankara,Bireysel,Ortaokul,Çalışan,Vadesiz Mevduat,10623,18971.9,629,0,0,50,38,52
MUS0404,40,Adana,Bireysel,Lise,Akademisyen,Vadesiz Mevduat,19881,99553.27,541,0,0,62,32,12
MUS0405,56,Kayseri,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,28404,142109.6,644,376020.2,0,94,56,32
MUS0406,45,İzmir,Bireysel,Üniversite,Çalışan,Kredi Kartı,46967,157770.01,606,324183.93,0,90,82,28
MUS0407,48,İstanbul,Bireysel,Üniversite,Çalışan,Kredi Kartı,22175,128282.85,639,0,0,86,25,29
MUS0408,52,Adana,Bireysel,Lise,Akademisyen,Yatırım Hesabı,17260,58231.19,515,674878.38,0,47,109,34
MUS0409,39,Ankara,Bireysel,Üniversite,Memur,Kredi Kartı,25964,174978.2,611,352006.98,0,93,91,35
MUS0410,28,Bursa,KOBİ,İlkokul,Esnaf,İhtiyaç Kredisi,5693,34044.77,519,59013.02,1,50,47,11
MUS0411,22,Gaziantep,Bireysel,Lise,Çalışan,Konut Kredisi,29961,137907.37,543,0,0,42,123,25
MUS0412,32,Gaziantep,Özel Bankacılık,Üniversite,Emekli,Kredi Kartı,181090,304332.94,900,0,0,98,29,20
MUS0413,28,Gaziantep,Bireysel,Ortaokul,Emekli,Konut Kredisi,14346,45484.65,418,302274.45,0,85,158,27
MUS0414,43,Kayseri,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,24968,77725.23,708,0,0,95,121,20
MUS0415,49,İstanbul,Bireysel,Ortaokul,Çalışan,İhtiyaç Kredisi,13337,52995.1,585,0,0,35,117,9
MUS0416,51,Ankara,Bireysel,Lise,Akademisyen,Yatırım Hesabı,18460,55758.78,580,283827.92,1,49,28,35
MUS0417,47,Antalya,Bireysel,Üniversite,Memur,Yatırım Hesabı,41876,177935.82,534,625088.5,0,88,83,12
MUS0418,48,Kayseri,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,35547,155377.23,549,0,0,81,100,0
MUS0419,41,Kayseri,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,25210,14070.74,441,676577.38,1,94,76,19
MUS0420,35,Kayseri,Özel Bankacılık,Üniversite,Çalışan,Kredi Kartı,147289,520238.42,850,0,0,76,93,28
MUS0421,55,Ankara,Bireysel,Lise,Memur,Vadesiz Mevduat,18732,52432.37,633,229258.82,0,43,83,20
MUS0422,35,Ankara,Bireysel,Üniversite,Esnaf,Kredi Kartı,26854,101153.74,570,479235.67,0,73,15,40
MUS0423,43,Kayseri,Bireysel,Üniversite,Memur,Yatırım Hesabı,18996,55079.2,386,342285.32,0,78,167,9
MUS0424,46,Mersin,Bireysel,Lise,Akademisyen,Vadesiz Mevduat,22585,67524.7,639,802763.44,0,95,91,26
MUS0425,30,Kayseri,KOBİ,Üniversite,Memur,Konut Kredisi,66770,57008.99,692,0,0,95,43,0
MUS0426,61,Konya,KOBİ,Lisansüstü,Çalışan,Kredi Kartı,175186,742851.18,898,1910516.95,0,81,104,10
MUS0427,18,İzmir,KOBİ,Ortaokul,Serbest Meslek,Konut Kredisi,31093,238444.27,514,662147.85,0,81,1,5
MUS0428,30,Adana,Özel Bankacılık,Üniversite,Esnaf,İhtiyaç Kredisi,203693,776587.36,900,5100593.38,0,94,185,41
